150	153	11835	215351	160	0.81855848085323	0.666472788265118	1.0053493531535	-0.000708700726589063	-0.328877692601948
150	172	11835	10580	6	0.624801703958733	0.216153592963726	1.80601748931024	-0.00032226741098643	-0.035056119842052
150	174	11835	254312	76	0.329248163751047	0.244343016668614	0.443656441716352	-0.00285140428832623	-1.43794502601994
150	182	11835	54780	8	0.160895753386477	0.0641688829250053	0.403426743271451	-0.00164277306448699	-0.384486632517519
150	183	11835	28618	3	0.11549378062554	0.0257415474781365	0.518182264469905	-0.001250357145412	-0.211513885539687
150	185	11835	392332	301	0.84525818711062	0.727623739782372	0.981910517503487	-0.000821495243005813	-0.514553999964943
150	188	11835	108195	72	0.733165343450259	0.539671160579937	0.996035104523462	-0.000735684526038621	-0.241986601644783
150	189	11835	49601	53	1.17723200297649	0.823682525387075	1.68253562036024	0.000330104470878552	0.0735170192541248
150	191	11835	12451	16	1.41576891342241	0.739096745548397	2.71196109073113	0.000387434255188418	0.0432280139059932
150	194	11835	1596	3	2.07092795359756	0.461573635845942	9.29156748983643	0.000357141000432844	0.0388496553892376
150	203	11835	28077	14	0.549356106364448	0.274202909841298	1.10061607943758	-0.000630976757557265	-0.105723937901734
150	204	11835	42779	26	0.669606008886636	0.402135278334579	1.1149785440213	-0.000571343753760025	-0.1181687704084
150	205	11835	13640	5	0.403861316464039	0.126256635162581	1.29184468385394	-0.000581457793283335	-0.0679037270570201
153	172	215351	10580	127	0.726801885547048	0.577058402624371	0.915402979026711	-0.00100888505015148	-0.468180517505806
153	174	215351	254312	2255	0.53688056759819	0.508280327281749	0.567090104403701	-0.00846444307704933	-4.26870031488353
153	182	215351	54780	534	0.590224484022399	0.52741860361922	0.660509392632299	-0.00344918204340209	-1.60062696718262
153	183	215351	28618	739	1.56351895656658	1.42091622339271	1.72043325799049	0.00342491798226986	1.58936685760277
153	185	215351	392332	4847	0.748027009689697	0.720616859348531	0.776479761701886	-0.00575121785228861	-3.60240685537746
153	188	215351	108195	1504	0.841663777775692	0.787092653159742	0.900018456500417	-0.00187688697889193	-0.870984278619826
153	189	215351	49601	929	1.13402668391441	1.04130796023698	1.23500114177295	0.00107326999821593	0.498058858929619
153	191	215351	12451	153	0.744020993292401	0.602974055445065	0.918061454652828	-0.00102555464913959	-0.475916175419805
153	194	215351	1596	39	1.47955022405632	0.975706125016582	2.24357397107443	0.000687578060510547	0.319075562089726
153	203	215351	28077	313	0.674981123637912	0.582732099751285	0.781833568910915	-0.00195657685696741	-0.907965136843579
153	204	215351	42779	612	0.866201209704172	0.779789010739937	0.962189163169934	-0.000994777575617061	-0.461633833808169
153	205	215351	13640	150	0.66584766455952	0.538492860399203	0.823322173799471	-0.00140127653196133	-0.650272974137797
172	174	10580	254312	184	0.891682383980239	0.73615312891394	1.08007076608328	-0.000435345245245121	-0.219540963384969
172	182	10580	54780	28	0.629934248076686	0.385392645936773	1.02964382191413	-0.000684980697725852	-0.16031771759191
172	183	10580	28618	13	0.559839181415955	0.272200796078706	1.15142906840678	-0.000588277657564006	-0.0995146209617257
172	185	10580	392332	296	0.929816387328451	0.799405741562827	1.0815015069248	-0.000352266120347575	-0.220646306724925
172	188	10580	108195	74	0.842914928770613	0.623048199684748	1.14037016318139	-0.000409469995736968	-0.134685766424638
172	189	10580	49601	40	0.993868156737647	0.658859103663184	1.49921873657839	-1.07978698960255e-05	-0.00240477556614709
172	191	10580	12451	58	5.74093959853818	4.08053296298757	8.07698106424145	0.00417684355198614	0.466035747219871
172	194	10580	1596	9	6.94974451724775	2.92132885288993	16.5332118659751	0.00187592537485554	0.192938147119801
172	203	10580	28077	78	3.42375845576703	2.55065095961841	4.59573738195442	0.00320853656553837	0.53761219429154
172	204	10580	42779	89	2.56400339265096	1.94638200564413	3.37760695406245	0.00255705941232666	0.528868134416688
172	205	10580	13640	16	1.44565555549396	0.754698952155063	2.76921013228219	0.000410967994183449	0.0479936058432998
174	182	254312	54780	1455	1.36181777016697	1.2720961863723	1.45786746238997	0.00331459695480115	1.67153252530918
174	183	254312	28618	581	1.04091408354252	0.934482741891289	1.15946724401167	0.000270635769949035	0.136479345658438
174	185	254312	392332	2	0.000261369131648011	4.15732260933709e-05	0.00164321678632798	-0.0248349349166793	-15.5604716776325
174	188	254312	108195	518	0.245471230711691	0.218972652946959	0.275176485721749	-0.0097342920002809	-4.90915410809328
174	189	254312	49601	490	0.506504932736099	0.450375845717058	0.569629231508947	-0.00430101796524769	-2.16898721716151
