"MEL_SNP"	"MED_SNP"	"NB_SNP"	"AML_SNP"	"LUSC_SNP"	"CLL_SNP"	"GBM_SNP"	"LUAD_SNP"	"CRC_SNP"	"ESO_SNP"	"OV_SNP"	"RHAB_SNP"	"KIRC_SNP"	"UCEC_SNP"	"DLBCL_SNP"	"BRCA_SNP"	"PRAD_SNP"	"MM_SNP"	"CARC_SNP"	"HNSC_SNP"	"BLCA_SNP"
"wgEncodeHaibTfbsH1hescMaxV0422111PkRep2"	-2.74037943253713e-59	0.884499867987457	-0.882775446002131	0.853429642799804	0.00091761291766615	0.000409561335480332	0.143709747751851	-0.0293669643079536	-1.75790698725627e-42	2.5205429195603e-18	-0.252159862442249	0.0250573750187402	2.91405161282615e-12	-9.70041565261343e-72	2.88634535972719e-66	0.362500343880623	0.114034710255469	1.11116756833364e-29	0.248987176180986	3.570445865584e-27	2.82424212047333e-116
"wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk"	-0.0208454431136315	0.966866506561194	0.934144101327808	1	0.0680690035894962	0.801095701754641	-0.218306399371718	0.0271438122608423	-1.43085886960999e-05	0.0984561082379779	0.562655751411481	1	0.0900335100829737	-2.87756137716624e-14	0.0161782402012464	0.00198316113259568	0.693729189080667	0.000117370498838569	-0.560330136325073	0.273224101620152	3.08444620695058e-07
"wgEncodeUwTfbsGm12874CtcfStdPkRep2"	-5.4855166032253e-11	-1	0.882775446002131	-0.722298075248718	0.0254384514093667	0.551715238237641	-0.727215751399218	0.969940719790685	-1.22427384327888e-06	0.900259878583696	0.849716796151965	-1	0.00860123073945845	-7.22475196446552e-17	0.00918340403592731	0.0100781887416595	0.766010213171621	0.00291039318090193	-0.475927753500869	0.0842433784348513	6.83562528981246e-43
"wgEncodeAwgDnaseUwHrcepicUniPk"	-1.09015552828011e-10	-0.926707764271261	1	-0.181236035910107	0.503542351115313	-0.403282351160481	-0.517353777777066	-0.291686632618507	-0.000449140566913006	0.203810634034208	0.0181303496370608	0.794246459018411	1.26969738942743e-12	-3.04860967777177e-19	0.0102455473231923	0.0001993477998498	0.615417402418802	0.0047954073344904	0.641877324929931	0.177446457770282	1.91070620379709e-36
"wgEncodeUwHistoneH7esH3k36me3StdDiffa9dPkRep1"	-3.19719960480839e-61	0.336965436968386	-1	0.13376440521111	-0.00109554245335919	0.910004553211484	-6.53193587018587e-08	-3.37056342286752e-31	1.9718345843286e-15	-0.000121232663790344	2.55061153267868e-10	-1	5.22694188993107e-05	1.40324613255022e-27	0.38267552210496	1.1968713659796e-14	0.611633073140274	0.262781326324099	-1	0.0061389418009073	5.68577024102492e-16
"wgEncodeAwgTfbsSydhK562Atf3UniPk"	0.617093236195145	0.730186512399667	0.993064592407788	-0.903158896724293	-0.190275221952546	0.36378979204262	0.581876409651325	-0.316609435072498	-0.000116795979937261	0.940987265413565	0.290047195831196	-1	0.0688932404825209	-0.217302873478153	0.125904488848011	0.364114546776264	-1	0.452955038358023	0.252508626334436	0.188825788624863	0.000940910423687301
"wgEncodeUwHistoneH7esH3k27me3StdHotspotsRep2"	-4.02859438682601e-33	-1	-0.981810726472178	-0.750829116105017	0.00104779365147545	0.101918574958183	0.226018982410772	0.000732464294480835	-3.91478644345109e-06	8.79682976688316e-24	-0.254868015431419	0.281993016337493	-0.00366484629731264	-4.93344555951844e-20	1.93279365246638e-32	-2.02699447461649e-06	0.196797207359291	8.7397069078584e-10	1	4.36813606960912e-14	2.26388359918431e-07
"wgEncodeAwgDnaseDukeHepatocytesUniPk"	-1.09548340040642e-07	0.419473856934936	0.953459002451086	-0.873845465093668	0.621464358382872	0.260033640676563	-0.631576775303375	-0.087623228422533	-3.69179461470828e-17	0.180052404552989	-1	0.71981267604968	1.97495424278609e-05	-4.43514794670257e-09	1.16358047676742e-05	0.00138935815149919	0.361884457547086	0.0111175663262065	0.572226930617833	0.000226443897166552	8.22126297990226e-22
"wgEncodeOpenChromChipMcf7Pol2SerumstvdPkRep1"	-6.2076903373244e-37	0.369954534029032	-0.93434999095095	0.0700005760687026	0.23651943814514	6.34122860276159e-05	6.26326583099794e-06	-0.0119574002319545	-9.14617186939888e-32	0.102392189405562	0.00619392286147426	0.74911584196223	7.30964872240244e-18	-2.36427073289878e-74	1.77560043382358e-55	2.76247954206032e-08	0.0232757602115204	6.43061437715322e-42	0.372832314676002	7.7903280356919e-31	2.32835675184212e-102
"wgEncodeUwDnaseHmvecdbladHotspotsRep1"	-6.71186752916786e-106	-0.866929141747783	-1	0.431239190087759	0.813548998073093	0.000384945182801216	-0.485208849610341	-1.0872047927533e-21	-8.36965149322149e-26	-0.945310806806746	0.0896029736746904	0.386414498895825	1.69707962346594e-39	-5.9028770583534e-41	2.12689367724498e-61	2.73842794258158e-15	0.140791612281765	1.64662199293974e-44	0.157007945572194	1.62501577117624e-21	1.17421555620521e-184
"wgEncodeRikenCageSknshCellPapTssHmm"	-8.26407124324768e-128	-1	1	0.460051267364704	-3.83830546609377e-05	1	-3.31466199002326e-07	0.286979848885256	3.52216412484348e-39	-1.20619692616514e-10	0.000107403657557075	1	1.11981453667697e-11	1.98508313490373e-17	-0.900677840885776	3.93841925429654e-05	0.799144165307262	0.000249625353958495	-1	-0.783444332587809	3.21852503263193e-09
"wgEncodeAwgTfbsBroadH1hescEzh239875UniPk"	-2.07780740210104e-33	0.92165314970701	1	-0.0743124741847264	3.8784767733654e-06	0.630871752307671	0.735820072977261	2.37056464267025e-08	-1.42178143091664e-05	4.1163438704304e-43	-0.202522352993454	1	-1.8700128567717e-06	-1.78891432603153e-13	2.97412960195013e-28	-1.96705887043043e-09	0.815621732725299	0.0224502104123983	-0.962926386039943	4.24190083154198e-15	2.98919485370775e-06
"wgEncodeUwTfbsGm12872CtcfStdPkRep1"	-1.27282195737381e-10	1	0.778850866592358	-1	5.81549884226667e-05	0.910004553211484	-1	-0.178039318516445	-1.91920190416694e-12	0.545892926839312	0.253198057838677	0.738275302298587	1.62917319622811e-10	-1.6135543877927e-23	3.83214702269573e-09	0.0207017449876784	0.51014482147441	0.00205619579436861	-0.0924361689398397	0.0174059600524278	2.16120559161133e-47
"wgEncodeOpenChromDnaseHuh75Pk"	-8.47118154820669e-29	0.000819058325725309	1	-1	0.594264416822287	4.49377244439769e-12	3.66922210412806e-08	-6.85630804382946e-32	-5.17613294283172e-168	0.00314419262061674	0.788223367229629	0.47719316120365	1.90667654223839e-37	-1.99410730002801e-36	5.26516003596683e-22	1.50983019471011e-09	0.00942670861579523	5.0375327570827e-29	0.0040541410885407	1.2886710989248e-26	2.57892531401896e-170
"wgEncodeUwHistoneK562H3k36me3StdHotspotsRep2"	-2.76581452593756e-183	0.56648789003135	0.953459002451086	1.9502170603566e-06	-1.00314862021517e-14	0.644846515398309	-2.51419825980217e-18	-4.15971355183602e-123	3.90893161164663e-11	-2.0826116415598e-25	1.05790912861773e-25	0.976429226555751	5.76121092609675e-45	1.82685479038095e-71	-4.69190911845296e-05	2.47794048474282e-32	0.0590768691193219	-0.983650076356917	0.0348045400755749	0.000753554264057748	3.86667349756098e-63
"wgEncodeHaibTfbsH1hescSrfPcr1xPkRep1"	-0.361423215982335	0.574521936446224	-1	-1	-0.470826253893702	0.0384816389411697	-0.157453332052874	-0.280936161800082	-0.0366311275741684	-0.754699405889526	0.891645380492087	-1	0.000239168166743615	-7.15321831149252e-06	0.000948779067808512	0.0242180682563712	-1	7.01217675969402e-24	-1	0.207869828553237	0.00545359574383339
"wgEncodeAwgTfbsHaibGm12878Usf1Pcr2xUniPk"	-4.25090071425958e-07	0.725878618196663	-1	-0.72444381204176	0.560903596520238	0.322788616509574	0.781739474582615	-0.400048433125251	-2.82913479817268e-05	0.968291346263096	0.129601708526665	0.862675126158064	0.00132611946246003	-8.97046864227289e-08	2.41330543283184e-12	0.402487872009301	0.866482952374303	0.596956354361456	0.0744387110108159	0.00573090741645622	7.27536533394185e-17
"wgEncodeUwDnaseHgfHotspotsRep1"	-1.1189343778007e-59	-0.627866273523501	-1	0.442849483598252	0.802895320502039	0.00347827866247686	-0.0502329381197514	-2.67099146838805e-12	-4.48695183048756e-13	0.415658391543187	0.0807004832451134	-1	2.94181262628365e-33	-5.59832108632223e-29	2.10598672009549e-22	8.52686969269592e-09	0.754657066169267	1.10899477923236e-23	0.0507088859206305	2.7042113903526e-11	1.39172957488617e-103
"wgEncodeBroadHistoneNhdfadH3k4me2StdPk"	-7.50152517757063e-169	-0.941761372177613	-0.882775446002131	0.556174304288309	-2.44635659136002e-05	0.000402317904989978	-0.00256769569069547	-7.00869927298331e-42	-6.05026204289433e-05	0.450556070740614	0.0726579603588003	0.386414498895825	1.25521474742697e-28	-0.00485163913235192	7.29745476935005e-58	2.55053720051699e-08	0.224956037002771	2.59974135229886e-29	0.0367733012945959	4.78965519211766e-18	1.07734852607049e-155
"wgEncodeUwTfbsHacCtcfStdHotspotsRep2"	-4.53158731451619e-34	0.473525916222014	-0.710991259790227	-0.825099779226579	0.71586573198526	0.0199728005537535	-0.113539316708588	-1.0426713008501e-09	-0.00172782651552086	-0.607411146610224	0.381032581507655	1	9.07001076120664e-14	-3.53290916569853e-10	1.72703372319447e-33	0.000785588093317964	0.80381976593446	5.02792501716621e-09	1	0.00101726342559895	4.14560507718427e-47
"wgEncodeAwgDnaseDukeHsmmembUniPk"	-1.27140735545549e-21	1	-1	0.760510418824991	0.0184171227849746	0.256105866046224	-1	-0.188415838860672	-5.49931850744199e-13	9.87002308634649e-06	0.0111475411067216	-1	6.78646319200489e-17	-5.5722522050832e-31	9.15111928471394e-08	0.0365212876271106	0.312727480446266	0.000189750709803424	0.0784767063091242	0.000175442148825979	7.48253682545942e-55
"wgEncodeCshlShortRnaSeqK562NucleolusShortTransfrags"	-8.04043586799413e-65	1	-1	0.486537890516439	-0.0678721931493431	0.0314037584363181	-0.000150693608488675	-9.52508740706161e-25	3.3877927639274e-06	-0.000343724557196237	-0.660101635018363	0.976429226555751	1.48633324415883e-13	4.23274207960688e-20	0.555134645024553	1.8131117705542e-05	0.967929346047193	0.508434341198747	0.211260645885285	1	1.12439980751146e-20
"wgEncodeAwgTfbsUwHmecCtcfUniPk"	-6.18066156657869e-10	0.721353079059036	1	-0.873845465093668	0.100230683967399	0.375004377853169	-0.261511423596016	-0.158998524745217	-1.21762994085273e-09	0.562284325965919	0.566726174713805	0.907159343642939	0.00258331295806181	-1.62553882951998e-21	1.08870920501065e-15	0.0117438951134708	1	4.8848053327622e-06	-0.733224327950447	0.000313401846724182	2.90007956068749e-47
"wgEncodeHaibTfbsH1hescSin3ak20Pcr1xPkRep1"	-1.55335760808198e-34	-0.671690348206278	-1	1	0.0137216959886117	1.09276491265993e-08	-0.0595959640537788	-2.89975317555798e-05	-3.05714182228665e-29	0.453222643597882	0.000735477960379623	0.35807667656281	9.39772593826211e-13	-2.100204639676e-60	1.06557142105859e-27	6.81806594405035e-11	0.155732463017249	2.77488461842375e-33	0.0182806818723967	1.0257259486788e-16	3.17984411922992e-106
"wgEncodeHaibTfbsSknshFosl2V0422111PkRep2"	-0.111646140052462	-1	-1	-0.854009800197064	-0.497971575505821	-0.176063979127207	1	0.530857123902897	0.454720143479183	-0.683767547984698	0.340239516560153	-1	0.211112802913516	-0.34265309101895	-0.0175347373004958	0.0260395514425024	-0.130623211336885	0.649794218310323	-0.769244409282281	-0.542665041165889	0.129417934927668
"wgEncodeCshlShortRnaSeqProstateCellShortTransfrags"	-1.12960169302962e-33	-0.780275410667316	-1	0.93893998041444	-1.40181406901263e-07	0.180945695697221	-0.0107634903317625	-7.9077621808213e-31	1.44318227608725e-15	-3.95576362173184e-07	0.661863435898062	-0.923406051347558	3.70302302507632e-13	4.34421937080398e-24	0.453074318557373	0.0143488014408735	0.985948273661399	0.00425462617296827	0.448460092332201	0.224128012722154	4.90199632256785e-15
"wgEncodeUwDgfRpmi7951Hotspots"	-3.32353170628932e-82	-1	-1	0.0138419884669439	0.969454954557289	0.00628382568646786	-0.216242481564079	-1.46726097962107e-14	-1.41864598439874e-19	0.878169491412764	0.00240054662420387	0.788061706371122	3.01442019531486e-34	-4.04106532766698e-48	5.06250783800694e-39	4.96020226591899e-19	0.889118298397328	3.20754517446641e-28	0.00825739225250808	7.17537686882525e-14	1.69601346652418e-176
"wgEncodeAwgTfbsSydhHek293Pol2UniPk"	-1.30982377608402e-12	0.984468848214241	-1	0.467176948030518	0.00288233834469425	1.21573520078621e-07	-0.316791857822204	-0.0128738454305572	-1.308729542623e-23	0.47352394233036	0.000310173675316035	0.618606466325973	9.29678038205864e-10	-1.57388622733367e-55	9.99657853209765e-14	4.60024767172454e-14	0.870158610824068	1.04682280518252e-13	0.03280816726382	2.72499623311426e-11	2.76796389365584e-70
"wgEncodeAwgDnaseUwHpaecUniPk"	-1.77752254606184e-20	-0.87853990600914	1	0.84079377482168	0.404575653388199	-1	-0.480008483936972	-0.0413773902418125	-0.000268113506945068	-1	0.804242106844827	-0.941313076615686	9.02416397932371e-20	-6.29196104289742e-19	1.23044698729641e-12	4.61214492786087e-05	0.298460016548647	1.00748006913393e-05	0.0423506796252069	0.208096900804793	6.43917280222977e-60
"wgEncodeUwDnaseHmvecdadPkRep2"	-1.27972208550728e-06	1	1	0.827555960307395	0.70140400547577	0.789493636204218	-0.28219844690188	-0.0461244003376179	-5.49052637665072e-07	-0.949186634259185	0.585884111163985	0.931086071450721	2.76479035670621e-25	-3.31471515346937e-08	0.102856266008957	1.1148610069933e-06	0.59682588092963	5.30630656758196e-07	0.70378669685069	0.0875154312762836	1.80815039714333e-31
"wgEncodeUwDnaseHct116PkRep2"	-1.25662965806456e-07	-0.96077241468172	-1	-0.610678022994517	0.331740484249339	0.541909952772382	-1	-0.198384740353803	-4.20866384361172e-11	0.858439872599331	0.0872678721692829	0.903540263117338	1.28860033832736e-07	-1.53331366561517e-20	0.0221951014698994	3.50371206574406e-09	0.508003788636263	4.33396259079466e-07	0.196590035253816	0.545096317683625	1.65144373891255e-50
"wgEncodeUwHistoneSaecH3k36me3StdHotspotsRep1"	-1.2171659071298e-262	0.00064791661126411	0.619927300591873	1.01145458436584e-13	-3.51210578211445e-46	0.0229266922763224	-8.53814474880582e-13	-2.07227563385316e-230	5.90253699012327e-26	-1.01113150049637e-33	3.85960892181337e-28	0.654205115375686	1.8416754243323e-72	3.05363197785477e-140	0.480433777996533	3.74606676963167e-36	0.00229987013680724	0.01748043585231	0.000813009118810773	3.4318320157111e-05	3.59124750624236e-83
"wgEncodeHaibTfbsGm12878Tcf12Pcr1xPkRep1"	-1.03677425388398e-17	0.529413128475624	-1	0.980808354991679	0.602487738519643	1.55177410481977e-09	-0.830212406308353	-0.142086470174143	-2.286308858437e-36	0.578679048061107	0.000493823938686325	0.695310711761965	0.000297078310180813	-2.22491234325406e-65	1.12359750420565e-59	8.07060393116294e-15	0.497259102043095	2.18253136062907e-29	0.00391753069767112	2.29570644597012e-16	3.2196979880371e-79
"wgEncodeCshlShortRnaSeqGm12878NucleusShortTransfrags"	-8.82255215184409e-09	0.714669702605582	0.421189221883553	0.21654010233205	-0.813909004465797	0.000568966813712492	-0.475302179356861	-0.00160046361299428	-0.339703596568062	-0.708634419506837	0.291030928535778	-1	2.70718811744022e-07	-0.0248626805593809	4.19450438564188e-12	0.000359267680741846	0.463845519252666	0.000859278365266045	0.865872093688593	0.429872470274332	1.07680820773756e-08
"wgEncodeCshlLongRnaSeqHelas3CytosolPamJunctions"	-2.48301951519927e-62	0.000189742020981327	0.69226385195686	5.2696036287116e-17	-1.9725507329405e-32	0.0011066237547199	0.871849705195872	-1.86943579015567e-208	-4.55030413746008e-26	-1.19717315830542e-05	1.5757708423012e-13	0.904779495871017	2.57152220099673e-52	1.33022288879095e-37	-0.954213395887962	5.91153727107147e-31	0.00942670861579523	9.96198523648863e-14	0.000253082713209654	1.15073349823945e-05	1.25397889146347e-120
"wgEncodeHaibTfbsGm12878Mef2csc13268V0416101PkRep1"	-0.000492765189407133	0.871300564308757	1	-1	0.786708660353791	5.81908462058872e-16	-0.00939307812702854	-0.166876622842988	-0.000556777761710829	-0.45764251590955	0.0363486985035843	0.597225378019191	-0.596648002685204	-6.28881146116158e-07	9.45342711771851e-57	0.00149239136526653	-1	1.11255505340637e-11	0.805322561486978	0.00321405193691074	0.0948563238680293
"wgEncodeCshlLongRnaSeqHmscucCellTotalJunctions"	-2.87835858240166e-08	-1	0.882775446002131	0.00367074738035723	-7.62801790548808e-11	-0.59536985417256	-2.22381920745522e-08	-1.87401551794474e-70	2.90428426487147e-15	-0.000286692579616128	0.0417790528753228	0.976429226555751	1.0859508288451e-31	-0.27976766561013	-0.22976747021305	0.102002435148798	0.00331809022809322	4.32671720527917e-13	1	0.00992366162918093	1.12427227228484e-71
"wgEncodeRikenCageHuvecCytosolPapTssHmm"	-3.65691056910569e-305	-1	-1	2.50329228961752e-06	-6.59039299599224e-22	0.926077304625104	-5.8593186803034e-25	-5.13209307982658e-85	3.4007761616712e-85	-4.97535487356692e-26	6.53789993454527e-11	-0.931086071450721	3.34018060048086e-52	7.90067414980981e-117	-0.595535368597753	2.95356075426477e-24	0.63753734063142	0.000184159917250415	0.510114492764015	0.0284489009689273	3.71319607220571e-64
"wgEncodeHaibMethylRrbsSkmcUwSitesRep2"	-1.16640685180469e-11	0.166711266104691	1	0.626661214180009	-0.0994993077304454	0.00391606218107551	5.40016371615342e-11	0.482064218439541	-0.67859857463646	0.00013166547925312	-0.0264034201996973	0.849780391793532	-0.00587363490598361	0.451798864013104	5.62150473325585e-14	-0.119474594683214	0.0965156021839947	0.00761103602556127	0.350772484480722	0.0935367491372814	-0.851073620183357
"wgEncodeRikenCageGm12878CytosolPapTssHmm"	-7.07023201109826e-223	-0.849956119994176	1	0.025084483154338	-8.83827700581701e-12	-1	-3.72893637306231e-13	-3.77968305481792e-30	2.86996699976989e-35	-1.95712010970421e-20	7.96782333898598e-12	1	4.02109237910016e-31	3.52453909957353e-49	-0.970649344102307	1.00386971837474e-21	0.192614038780278	3.57473847041787e-08	-0.960977924953779	0.0710538316424058	4.38591389278064e-46
"wgEncodeUwDgfHmfPkV2"	-6.66993951896102e-22	-0.652246234226699	1	-1	-0.864206230637878	-0.376382627497914	-0.461625920939867	-5.77841937934928e-05	-0.0947434393351134	0.686199423355852	0.219519915119306	-1	2.83270321081977e-14	-2.57082021691809e-07	0.0493853992465673	0.00337301976544425	1	0.275942909741596	0.960977924953779	6.42772706809004e-06	9.94370251318232e-40
"wgEncodeSunyAlbanyGeneStGm12878SlbpRbpAssocRnaV2"	1.78653559349441e-40	0.902813390492412	0.882775446002131	-0.892480795877825	0.0380168612960808	-0.149422134159019	0.0238022196034016	0.0152467329942592	-1.10386922502594e-07	0.173579651774036	-0.740167522279237	-0.852167509327657	-0.00166186695972884	-1.22958569538125e-24	-0.127876014483223	-0.00784265258725864	-0.959433510273616	-0.0652796995619113	-0.271760796622275	0.233370344038171	-0.000738465311933358
"wgEncodeUwTfbsRptecCtcfStdPkRep2"	-1.47161966768685e-06	0.988990153975356	0.973732571098101	-0.621229277311524	0.322365676864633	0.805136657382242	-0.665801586840365	-0.897938161161465	-0.00368919179228358	0.646202661919581	0.619171570461998	0.859415015236754	0.0107694145259361	-3.56092629974225e-15	2.10706740752952e-05	0.0110071616556874	0.927958290312942	0.000157164194518069	-0.91693143127654	0.0584169830122981	2.89529652697748e-20
"wgEncodeHaibMethylRrbsGm12892HudsonalphagrowprotSitesRep1"	-6.25259361978138e-10	0.924841697033546	1	0.712367414986647	-0.478451956199359	0.0906269581885754	5.68207297354224e-10	0.919542393204927	-0.754082847300652	3.58469497037923e-07	-0.0114241081284922	-1	-0.0010464945687482	0.444646074234931	1.63889403560746e-13	-0.0437922867191092	0.211005406584399	0.0126375253543699	0.197393792914588	0.125303687716058	-0.824202357144594
"wgEncodeHaibTfbsK562CtcfcPcr1xPkRep1V2"	-2.28402216333583e-11	0.166711266104691	1	0.618117311233126	0.0322511478681421	0.375057360081169	0.00715730030330777	-0.000795401546435228	-2.0883842129185e-19	0.982923924328462	0.437901186534583	0.719685359606584	1.41301920298952e-15	-1.14149716795787e-26	7.54489750122533e-09	0.000564095155267395	-0.965814437261874	1.03926897248476e-14	-0.764039493315537	0.0432579315696699	1.57714614146149e-61
"wgEncodeHaibTfbsEcc1Tead4sc101184V0422111PkRep2"	-0.0706943511509949	0.118756482883593	-1	-0.728145822555016	0.852229507335318	0.797454560990107	-0.626647347339955	-0.293173626847594	-3.59438229169232e-07	-1	0.183498319752052	0.857224707231378	0.000198038402366479	-3.83435281825531e-14	0.000277966024995933	0.00151494241122029	-1	1.18802919431277e-06	0.99256059953853	0.00925785617524804	1.50756253701451e-22
"wgEncodeUwTfbsGm12875CtcfStdHotspotsRep2"	-5.89217915013624e-12	0.527431848480798	0.966799050419228	0.517084158249705	0.260938394565553	0.870542012757187	0.178547649581988	-0.00093902611763449	-4.42134397943339e-13	-0.76323534923502	0.133087654154465	0.666046213056753	1.34540475292474e-12	-3.27327855194383e-20	4.95639972824859e-10	0.0351460015593708	0.617923010433143	3.88375657990444e-06	1	0.000185206300458583	3.2995757548182e-47
"wgEncodeSydhTfbsNb4CmycStdPk"	-5.29394402807556e-42	0.316673850737558	-1	0.108150181002387	0.171546711700429	4.13293085088797e-08	1	-2.64043024990638e-09	-3.85261659249281e-36	-0.982495386808867	0.000269689329733902	0.413977770611759	1.06893282455589e-39	-1.62296540809916e-63	7.42306950481621e-44	7.36762609732794e-12	0.483543999537388	2.64686558039985e-35	0.145390167181322	1.32072563889708e-13	4.85770108056655e-127
"wgEncodeRikenCageHvmfCellPapTssHmm"	-2.33688602832388e-38	-0.448485653466451	-1	0.142981041252344	-4.8985607547261e-05	0.601315692280069	-0.0201650213372764	0.957846818795763	6.33079461267675e-13	-0.00131922520287851	0.0283368412319713	1	5.16001344738255e-08	1.19143650723069e-05	0.396728356149696	0.000936500882547467	0.983561969488182	5.64201094085365e-07	0.654217226386824	0.552036228553812	0.000959767277188442
