"AML_SNP"	"BLCA_SNP"	"BRCA_SNP"	"CARC_SNP"	"CLL_SNP"	"CRC_SNP"	"DLBCL_SNP"	"ESO_SNP"	"GBM_SNP"	"HNSC_SNP"	"KIRC_SNP"	"LUAD_SNP"	"LUSC_SNP"	"MED_SNP"	"MEL_SNP"	"MM_SNP"	"NB_SNP"	"OV_SNP"	"PRAD_SNP"	"RHAB_SNP"	"UCEC_SNP"
"wgEncodeAwgTfbsHaibK562GabpV0416101UniPk"	0.558980353688442	4.90670150326829e-20	1.88899096055501e-05	0.566840457252755	0.0166639432832756	-1.62196642205078e-08	0.00122143442733937	0.91788533503898	-0.59549904972338	1.88204125148601e-06	4.17363227669536e-26	-0.442483087078094	-1	-1	-0.00286457418039726	0.00095030000386421	1	0.0408517295439146	0.752200694347843	0.334265513094407	-1.82090027878633e-22
"wgEncodeAwgTfbsHaibK562Gata2sc267Pcr1xUniPk"	-1	2.25988772639291e-08	0.137699214786989	-0.944858492226303	-1	-0.993176899781606	0.304699373170487	-0.276458501072999	0.9066522090208	0.0539591311670887	0.732688898793075	-0.160895459273318	-0.424352298402237	-1	-0.00426478348801976	0.395002097390147	-1	0.03619293721696	0.858131063792667	0.852167509323112	-0.0295247109004783
"wgEncodeAwgTfbsHaibK562Hdac2sc6296V0416102UniPk"	0.873845465093668	1.73421392134015e-05	0.790366408811353	0.648857038087658	0.173646948823082	-0.00240571344350206	0.370935654324403	0.012175419635274	1	0.0541701830545994	0.128444306600426	0.113571592402118	-0.40439534483764	0.96077241468172	-7.23670772602629e-07	0.457903810195218	-1	0.504845820262071	0.429062222305101	0.671687553715131	-0.000770191428617683
"wgEncodeAwgTfbsHaibK562MaxV0416102UniPk"	0.349351747248309	1.74618119322296e-96	2.62378603484225e-07	0.456446714738678	0.00377484230428833	-2.46815064169154e-28	5.84753275804026e-14	0.443009465034647	0.379848146836128	6.41051141185821e-10	3.18807933686024e-29	-0.0059036466581789	0.632290388900052	0.205845671529099	-1.75746982255809e-18	8.70158661787467e-19	1	0.000280354776632244	0.486955708027294	0.660995413132712	-4.31811371161176e-53
"wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk"	0.800651113163887	0.0419199784660054	0.408901347891988	-1	0.00340391787911074	-0.362549873853609	0.0853142459026206	-0.531090386710132	-0.221212718425681	0.00198939273204121	0.783976608497857	0.997529075618836	0.913365233680795	-1	-0.359047379568993	-0.168834474442536	1	0.463289192625115	0.66957778127014	-1	-0.00138374696368615
"wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk"	0.121372531250916	2.98312279394316e-07	0.0363937627180922	0.625678620936199	0.856277058390832	-0.0370787474563667	0.420022867536248	0.850913124563997	-0.0952789898010062	0.010909368475531	0.00212085172138266	-0.646066593271437	-0.70140400547577	1	-0.00985940143600189	0.0730516980512926	1	0.335363477165793	0.513425213656613	0.667962751868286	-2.54135414128106e-08
"wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk"	0.717394592808055	9.51246655611198e-12	6.09300897696314e-06	0.865872094953452	0.509562471037367	-0.00167048237230945	0.00270940761344944	0.0744554498813947	-0.483215509908835	0.0190363719381052	0.158228333549931	-0.368852814441003	0.752413606382074	0.854369523072272	-0.0189709158744606	0.126516653805736	0.993064592407788	0.000360752559337512	-0.908897028865785	0.962771987020527	-1.04723301565133e-15
"wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk"	0.430503746396234	5.0777467324241e-45	2.38907583643174e-11	0.107231960097374	1.22139856561471e-07	-2.91899371124637e-12	3.74111471425378e-12	0.545956614142924	-0.00493444364608524	1.17619754832561e-09	3.89367332605357e-06	-0.159992211426756	0.594078794157832	1	-2.71051625079607e-15	2.86553975438931e-11	0.966799050419228	0.0059169055565683	0.336225101442831	0.706391046328505	-7.54525349408884e-37
"wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk"	0.119095915589638	1.13831925304656e-43	1.87824605099914e-16	0.0239314524129634	7.966692135532e-09	-1.03883256924727e-16	1.30085591781175e-20	0.667394498771116	-0.0149116326644653	6.18671036293150e-11	4.94210691187287e-08	-7.72070737192707e-05	0.794177618709435	0.630199693670826	-5.34570295653694e-15	1.71085750635155e-14	1	0.000269348606119107	0.876783982755401	0.478423298296921	-3.32152199666035e-34
"wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk"	0.410907534426813	1.5298812913719e-132	8.12380147027052e-17	0.0487063623742593	2.85800732190864e-07	-2.49867862960295e-34	2.34386788998952e-37	-0.542380034646398	-0.441587395124839	8.58081239206284e-17	1.18348869586832e-29	-1.05207497604663e-13	0.20011593835313	0.273348680109708	-1.33596786066982e-44	5.34513182958858e-29	0.966799050419228	0.00257494546166597	0.100298308167794	0.727435319007707	-3.2116317200641e-44
"wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk"	-1	8.32441321341911e-09	0.00340423931018707	0.718117836969845	0.640000849049977	-0.00311377677885497	0.686429468852998	-0.274721567820161	0.12782746574888	0.379390924059578	0.00863201407692051	-0.139586785046509	0.481388826289745	0.680101564517746	-0.000692999962496124	0.395989483308657	-1	0.82659613856502	-0.535735928401004	0.636862772283402	-0.0111407720869107
"wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk"	-1	7.74420579652406e-28	0.0661626933977468	-0.216875192993564	-0.878521387652059	-0.000696114445200462	-0.762584566897966	0.772128577679235	-1	0.921660691185361	0.0824595002656382	-1	0.0121221589167111	0.0851134701113968	-0.00155599498164021	0.285386194519446	1	0.557063355994932	0.368233859814151	0.757973628753469	-6.21133378955961e-13
"wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk"	0.917721101086664	1.8016413240617e-46	2.62288602214042e-11	0.596056888656486	1.28586697211274e-06	-2.22628565268216e-18	8.58731110402172e-13	0.763113815901087	-0.561498837319204	9.39076606245532e-07	6.88302010674569e-21	-0.0263422456874151	0.726925498282839	0.207805030543978	-5.9887239438037e-11	1.32560866863918e-08	-1	0.000896968094491011	1	0.535403134210588	-1.12388683260283e-37
"wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk"	0.695032310940021	1.27755018776676e-07	0.0879417474558702	0.54058688224256	0.0309757297381265	-5.28919592385034e-05	0.631209524041973	0.973964927562857	-0.961936051009647	0.0679720494432018	0.00113405473064578	0.590056942098372	-0.851235468250512	0.554560575524837	-0.957896858493965	0.498517435910729	-1	0.00143155302304771	-0.687100669634252	0.633991636785818	-8.28588729981324e-12
"wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk"	0.893872342474988	7.92148346851517e-12	0.000920202540819974	0.262088393917027	0.000149651155378499	-0.00181084991384174	0.264047997147369	0.585097278234831	-0.456383154911608	0.0279465780102475	0.0281081194129509	-0.324910206858438	0.971791041170896	-0.969288988546943	-0.55631559783511	0.0125959085565967	1	5.60112569387459e-05	0.639428772913326	0.719812674879094	-2.90327758227638e-12
"wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk"	-0.771805691610439	1.64585112549265e-05	0.0185892385418092	-1	0.0252846264083099	-0.140935012927583	-0.864719910943227	0.438139036149491	0.941550260036258	-0.86078575801697	0.387407035948083	-0.962118776140725	-0.996097980025984	-1	-0.646519772492073	0.850132952948617	1	0.525396239153579	0.326936742319312	-1	-0.00136802884512138
"wgEncodeAwgTfbsHaibK562SrfV0416101UniPk"	0.953492003078881	4.49061792802238e-05	0.00179478998163166	-0.843203391028547	0.000896438044453808	-0.036286103866768	0.00746418785601479	-0.753714599501855	-0.15568420377326	0.0132943782655156	0.069259124427929	-0.329508518092385	0.554310036374253	-1	0.728832039436392	0.0121167366853153	-1	0.00268771090982022	0.539891217287666	-1	-3.20377777246192e-05
"wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk"	0.669006661856283	1.01038910720415e-06	0.00106146379682045	0.304588373666347	0.252340178312575	-0.321679062066467	0.171380828076533	-1	-0.0189973610912656	0.00422643246407009	0.284094602776247	-0.722737872986436	0.941999868503154	-1	-0.000305159871389747	0.105397526078147	-1	0.0146827695965532	0.842381076189206	0.818294580275644	-2.46140577872163e-07
"wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk"	0.689625314696786	1.76704293633952e-61	9.25298228688199e-13	0.025010986984295	6.54192240071951e-07	-1.53583827752243e-23	1.42625227304083e-18	0.795503693972768	-0.21085782058824	1.81220142011703e-17	2.47481882517168e-09	-0.112581810183114	0.143740690569319	-0.926707764271261	-2.27678553582122e-12	1.41964492500352e-11	-1	0.00968021346465604	0.45118292433299	0.295406012178913	-1.7192824184447e-51
"wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk"	0.408071448785404	1.93262958921983e-11	3.51203001475546e-07	0.51929226724273	1.6481891776167e-10	-1.1278660483166e-07	8.862461753952e-31	0.568819615751052	-0.371920385280209	3.0128419161809e-06	0.99685668284997	-0.0341235030935591	-0.959609533136156	-0.567745076185861	-8.22003123537339e-09	7.0695842309526e-12	-1	5.56023152390736e-06	-0.968259506731636	0.865019467347377	-5.70598949852419e-17
"wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk"	0.841129702839337	6.55808035640112e-17	4.19195123806357e-05	0.782375331058186	0.936589432510924	-0.107384415801744	0.00178842267744518	-0.936554982951514	-0.0702569450513775	0.0650188818628371	0.00568631773399595	-0.0128749851591041	0.365181331397321	-0.735484009663223	-2.55642949995032e-06	0.17687114363496	-1	0.0610563773127623	0.534184044747028	0.63403763594651	-4.11060552525002e-06
"wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk"	0.978545820107397	1.49873270561952e-08	1.9984287187489e-06	0.898921889022185	0.00612600385351261	-3.39956803319372e-08	0.00157789417590991	0.948956615441027	-0.573375155333107	0.00215880596800165	0.000293971066313752	-0.0723369196499814	-0.971519586126146	0.800113776564608	-0.0169144810590902	0.158084897004212	-1	0.0139645220853795	0.351753436794289	0.403325422297113	-3.03501661307323e-07
"wgEncodeAwgTfbsHaibK562Trim28sc81411V0422111UniPk"	0.437033887695329	2.32553108208846e-05	0.00185570944992501	0.886554179805982	0.218715877857362	0.109051531427091	0.0204947143720476	-0.744952955809397	-0.0937434533726066	0.0132380930201738	0.0150073488814752	-0.0043181488034459	-0.626559029526623	-1	-1.09041075255815e-05	0.570073786482545	-1	-0.941546289552778	-0.995873222183147	0.740476548869585	-0.999455735364226
"wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk"	0.234409379270719	1.34285197386589e-06	0.00452029221541404	-1	0.176063979127207	-1.41362239094045e-05	0.150557079058917	-1	-0.544589627613679	0.622945733096317	0.00551394252672832	-0.881057057264891	0.456992260343057	-1	-0.0111296361273212	-0.696621795377664	-1	0.571302835984619	0.972531681638869	-1	-0.0067475064922595
"wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk"	0.891448396051845	1.12557395348794e-48	1.82002484119944e-08	0.810326103982553	0.00643501765936583	-1.22568243341094e-15	5.57752041587767e-08	0.633516221961218	0.692668925068541	4.1183995455171e-06	6.10989239059270e-09	-0.467107808935592	0.559227722537875	-0.982069661748858	-8.68421186207342e-09	2.13988126107887e-07	-1	0.0198891150016292	0.975279696755755	0.403708910528918	-1.45710366393163e-37
"wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk"	0.940572483425982	1.27152983562548e-55	3.26886838624731e-08	0.417919433485772	0.00213915416234849	-4.73263999470713e-14	1.14576993540627e-07	0.995093242494677	0.869987403467293	2.8771723920497e-07	3.47046158648339e-24	-0.295743489194857	0.751380296572088	-1	-2.70330271231425e-12	6.29068533748462e-13	-0.992529225714244	0.00427071457759418	1	0.425759158395205	-1.79113354704866e-41
"wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk"	0.915445474756526	2.14983737797314e-06	0.00660970955590479	-1	0.0033931253555596	-7.88519488068e-05	1.0201057810456e-18	0.667392614463947	-0.140435567940875	0.000416286490392429	0.45446405229491	-0.0308647007770257	-0.987442337984872	0.601388105886926	-0.00211990924801172	2.30955882846562e-05	-1	0.575925363011132	-1	0.218657177485245	-3.68822772743677e-06
"wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk"	0.330348939899373	4.58349672067052e-39	0.0184236609705303	-0.995470575185478	6.71498108378197e-11	-1.47279450164898e-13	1.3147148437412e-08	0.465110664823858	0.901429666997632	0.00244278560355859	0.000330320486520217	-0.0509386553191715	0.192793832695958	0.853293797320935	-3.37931162989396e-07	0.0001233192229005	-1	0.154393102118934	0.86997393951485	0.654205115375686	-4.54577796265811e-22
"wgEncodeAwgTfbsHaibA549Atf3V0422111Etoh02UniPk"	-0.618117311233126	8.86456912584421e-11	0.313715887311349	-1	0.433301851456218	-0.0157079695980219	6.78277097841722e-05	-0.192845034433976	-0.0392133282126348	0.815650245378805	0.000210988694369094	-0.0538992783435104	0.154292512307257	0.978799702393694	-0.157856263314091	0.00147915521254925	-1	0.186755045452625	-0.545498931131007	-1	-0.0116509749042959
"wgEncodeAwgTfbsHaibA549Bcl3V0422111Etoh02UniPk"	0.722298075248718	1.18462937036562e-13	4.72775918077757e-05	-0.650140435283153	0.0989608700128547	-9.45480794682808e-05	2.75395666073991e-08	-0.118482629560976	-0.0118564995348019	0.0301309846629697	3.8113767638425e-05	-0.622999212423129	0.491102831755076	-1	-0.000910267525894278	0.000445517643541628	0.953459002451086	0.341929033073841	-0.755227415386048	0.862675125794433	-2.08965153740222e-09
"wgEncodeAwgTfbsHaibA549Creb1sc240V0416102Dex100nmUniPk"	1	1.18600097808344e-37	5.54015859853831e-05	0.30980617105779	0.00475718243962176	-1.724874130627e-13	0.0703452753416133	0.445719222692751	-0.237451444775747	0.00702492874381027	3.62261329745356e-12	0.864574008202095	0.340162078724296	-0.954238023143561	-0.00105423135583195	3.42665297755814e-06	1	0.0502243319555171	0.802885164564981	0.443422925868942	-4.33890211350061e-32
"wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk"	-0.985784469852097	2.50154641258052e-24	0.0560637022970644	-0.800182709968963	0.289946872122833	-0.00494470645290233	0.248098738844213	0.471799892635636	-0.3802321800092	-0.311091883639409	0.0341267111675425	0.345149874019545	0.0512449845743333	1	-5.0640020208226e-07	0.413306205001528	1	0.698504695630997	0.509470933141615	0.790058975042844	-2.58458645539879e-10
"wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xEtoh02UniPk"	-1	3.31144565840832e-28	0.017239595743569	-0.60374516112714	0.638083414103972	-0.000847884382547999	-1	0.672253481486804	-0.267283841880051	0.0926744600505675	0.0259793125479298	0.750685944468999	0.196861979457046	0.420729961865062	-3.94026897996716e-07	0.0658272845703778	1	0.150487700459713	0.835493253627007	0.794246459018411	-2.04872735970684e-11
"wgEncodeAwgTfbsHaibA549Elf1V0422111Etoh02UniPk"	0.175470747085646	3.06684101231569e-33	0.00128854384927706	-1	0.039604712799503	-9.48049778953681e-10	0.0600527933651454	-0.613861295627474	-0.25312633894655	0.0214720760460958	1.23916267547474e-05	-0.372265880174326	-1	0.61461208287971	-0.0727096192463523	4.04969774716057e-05	1	0.0653556396995924	-0.689315505060628	0.377597362856752	-3.81589432275757e-16
"wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk"	1	1.65752972811317e-25	0.0161194563899578	0.0533509276163047	0.0288858974095438	-1.36422614329621e-07	5.03790384636762e-07	-0.644184395099646	-0.21847742891518	0.00202513772662688	0.000158077861494761	-0.516834434248731	0.107337144462512	-1	-1.92592665654329e-07	2.26137586284649e-05	-1	0.0132498053684531	-1	0.915022571552529	-9.53771731368841e-15
"wgEncodeAwgTfbsHaibA549Fosl2V0422111Etoh02UniPk"	-0.768476014735755	2.10320834265045e-09	6.93392102229034e-05	-1	-0.624012835276895	-0.0226563207419844	0.578903504642835	-0.718229679281803	-0.703805871069498	0.0883413824928587	0.00134210683026381	-0.00126657007173934	-0.667779811036561	1	-0.924774902590544	6.05348416173835e-05	1	0.0896952666624134	-1	0.386414498781716	-1.19893749794135e-05
"wgEncodeAwgTfbsHaibA549Foxa1V0416102Dex100nmUniPk"	0.56825284193773	0.0657693312221547	-0.940949968316583	-1	-1	-0.268282287829008	-1	-0.66107235956216	-0.937586400871579	-0.801588619744227	0.00431376927863785	-0.115373391686915	-0.903139494423856	-1	-0.174130131604339	0.514629117974404	0.882775446002131	-0.903718824730741	0.563501537519133	-1	0.170087434199605
"wgEncodeAwgTfbsHaibA549GabpV0422111Etoh02UniPk"	-1	1.84895531242454e-39	1.98186659338111e-05	0.190196791740826	0.0396686454065313	-1.0349910054321e-12	0.0671946666982722	-0.531090386710132	-0.99023224285397	0.131420385927023	1.3048884249977e-09	0.306466892133475	0.820144845414046	-1	-0.00143753445433454	0.041351593564264	-1	0.432922781626415	-0.609778924268562	0.486016753398366	-1.18859327058696e-22
"wgEncodeAwgTfbsHaibA549GrPcr1xDex500pmUniPk"	-1	0.123369702819966	0.0852539689764921	-1	0.280691635272079	-0.0730474712302328	0.582995501241566	0.252582088790029	-1	0.345780995501387	-1	0.365524983620433	-1	-1	-0.499690016373106	0.56277890822815	-1	0.437968020128677	-1	-1	-0.0160853958683673
"wgEncodeAwgTfbsHaibA549GrPcr1xDex50nmUniPk"	-0.892480795877825	0.00343755627750191	0.0211153383304091	-0.819272004341943	0.26593526579157	-0.136847099471646	-0.589826548533336	-0.0742687234138355	-0.381308513092124	0.537519111254749	0.00134170459485433	-0.644114602470662	-0.941661903984304	0.597768310123455	-0.803523863399947	-0.606980650384476	0.957760610334033	0.880015984331051	0.879697331918278	0.895274687926745	-0.0304535462022276
"wgEncodeAwgTfbsHaibA549GrPcr1xDex5nmUniPk"	-1	0.314431227969898	0.00897150988988131	-0.843574688517608	-0.851559901404394	-0.547183844003641	-0.896549901430785	0.982833425411486	0.839198516931741	0.949893997561016	0.0103304467058549	-0.14738143627243	-0.54782631906239	-1	-0.998870874089987	0.209272384109178	0.966799050419228	-0.915330163489571	-1	-1	-0.189258181209057
"wgEncodeAwgTfbsHaibA549GrPcr2xDex100nmUniPk"	0.906013291045683	8.47524391975022e-16	0.000214615849383166	0.376514362293082	0.00291199412293743	-0.000444506571689787	0.94776171445955	1	-0.237177348825983	0.293465232128402	3.54834764105344e-12	-0.00852790927116362	0.7738390274544	0.949928828938087	-0.158844732117825	0.0103697178464343	1	0.693756380134204	0.636269740874254	0.425759158395205	-1.12776327864146e-09
"wgEncodeAwgTfbsHaibA549NrsfV0422111Etoh02UniPk"	0.929634437129553	8.95575106056689e-30	1.48827435572703e-06	0.218695542968327	0.931957558553602	-3.59760034145536e-09	7.42845910118977e-08	-0.664429125285447	-0.354598619756026	0.0108283204394371	1.19299691189621e-05	-0.949467142176578	0.205475098545142	0.979167475518154	-1.54593731819006e-05	5.56141963637901e-09	1	0.321994182974729	-1	0.575560908271805	-6.69714338582616e-25
"wgEncodeAwgTfbsHaibA549P300V0422111Etoh02UniPk"	-0.812093734512179	2.20180944429566e-11	0.0477157305572654	0.813531891844835	0.817472577283986	-0.000351947043169294	0.114028032791552	-0.417754999629468	-0.192746064978854	0.0460515680346354	0.0862304593049045	-0.868775709676336	0.391722696248106	-1	-0.721166780106072	0.000443983225071936	1	-0.969786274397467	-0.87130221997542	0.870957582266571	-5.9173310749192e-08
"wgEncodeAwgTfbsHaibA549Pol2Pcr2xDex100nmUniPk"	0.467987173718233	2.48227117616861e-148	3.24062323321273e-20	0.080403698989556	8.88215919169554e-09	-3.34522733177885e-45	2.37558468750375e-59	0.295371989121369	-0.542378550931064	1.13915602539032e-17	1.10941945527815e-27	-1.02639344278165e-19	-0.976382543039515	0.839227588230776	-1.06210162752614e-38	1.6557968915206e-34	0.986904270146995	0.00282556911988263	0.411012799167359	0.704217157478883	-7.60410139022093e-45
"wgEncodeAwgTfbsHaibA549Pol2Pcr2xEtoh02UniPk"	0.846850248752571	4.91537719902965e-136	2.44672155396979e-16	0.0781199595111827	7.23245923323283e-07	-5.21842705407833e-42	1.12807830443327e-37	0.435094762644415	-0.491147122230166	1.16350018333151e-18	1.79482625895107e-23	-1.55097494396303e-16	0.651888049888799	0.982582787057064	-5.10412982636997e-33	6.45912526976061e-29	0.953459002451086	0.0125912091998037	0.148940408687449	0.496438384017193	-3.03146190947036e-45
"wgEncodeAwgTfbsHaibA549Sin3ak20V0422111Etoh02UniPk"	0.736979749851063	4.82038985910186e-38	1.19341006550484e-05	0.491811073838369	-0.944458579227818	-7.88273397396748e-08	5.28699439308137e-06	-0.727112851266565	-0.0163142730567221	0.000590363265797172	1.19723995525886e-06	-0.0214990163535977	0.829275544015837	0.279726939403603	-4.27613549016283e-08	5.15476897387983e-08	-0.882775446002131	0.63395690032709	-0.902583598917793	0.652862338360715	-8.87123134618286e-14
"wgEncodeAwgTfbsHaibA549Six5V0422111Etoh02UniPk"	-1	6.98019842771562e-15	0.00243617663567638	0.5652039697408	0.149579433974002	-4.06144866940275e-06	0.00238312074377204	-1	-0.278422181514391	0.0508514643548646	0.0074030578815636	-0.625450789457685	0.397291415879189	-1	-0.199782729399544	0.190446714915132	1	0.373692016290323	-1	0.797877020141897	-1.60189541255693e-10
"wgEncodeAwgTfbsHaibA549Taf1V0422111Etoh02UniPk"	0.624230797647824	3.85590421124234e-35	1.27975395026261e-08	0.316913297161636	0.00593255651770244	-2.04620942704774e-14	0.0150126836573406	-1	-0.468412470479575	1.71859975564014e-09	5.3807338509894e-06	-0.742131578926301	0.129179815452647	0.657590184599993	-6.64105071375218e-08	0.000301753459256562	-0.977543831513152	0.0162589863935586	1	0.33904443633678	-3.15372120739061e-30
"wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk"	0.869490463990367	1.63793050454282e-19	0.00111777052455659	0.641877324929931	0.446220480342419	-0.104713642160125	0.029415831963286	-0.135499646726049	-0.139099959236219	0.0112783303800197	0.00241414259470649	-6.15088767942965e-07	0.471055164173408	-0.349767169738423	-5.60007554358448e-10	0.000153197293928522	-1	-0.846123473404103	1	0.751686720267996	0.780837447245278
"wgEncodeAwgTfbsHaibA549Usf1Pcr1xDex100nmUniPk"	0.892480795877825	1.89224554531951e-09	0.0709136327772106	0.88907890017199	0.0315176445055399	-0.00013000286940409	-0.927529453408367	-0.825938464616817	-0.194076456992679	0.277380585164047	3.85412874820886e-07	0.652979303960515	0.918094528334113	-0.969288988546943	-0.200313140396353	-1	1	0.454065572834689	0.928007838982949	0.719588515530663	-1.09523300268432e-05
"wgEncodeAwgTfbsHaibA549Usf1Pcr1xEtoh02UniPk"	-0.700762002462344	7.61652884083650e-11	0.271793832250848	0.699194746663479	0.0520414298157759	-1.44248848798414e-05	-0.837594649634262	-0.923624719614047	-1	0.465655941492736	9.16134802863956e-06	-0.543379555120273	0.908898395784314	-0.974084859697811	-0.357158386859059	-0.746320863102018	0.882775446002131	0.911060032582384	0.800239933264213	-1	-0.00235148039056734
"wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk"	0.774695650527487	2.52815298976007e-07	0.591019874161951	0.628472997615778	0.0766388566338424	-0.16409147161842	0.138405581838111	0.464685683426994	-0.19973427107437	0.18793779180185	5.25650356935498e-06	-0.011470050612339	-0.983433800468076	-0.700362870077785	-0.106987730575624	0.0811958645126695	-1	0.669383655815022	-0.850823125011204	-1	-0.0322777460256668
"wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk"	1	1.00977283879077e-46	3.57840171587876e-09	0.0669583829383481	0.483975624043726	-9.11166657236968e-18	1.77233154998144e-06	0.80725584583521	1	2.02803176157266e-06	9.48940705149652e-08	-0.15707496618759	-0.990446746963453	1	-4.52850661264611e-08	5.12060942812304e-15	0.997129396045517	0.0192221581039992	0.771521419919013	0.660995413132712	-1.15552724842744e-30
"wgEncodeAwgTfbsHaibA549Zbtb33V0422111Etoh02UniPk"	-1	1.97344113370505e-09	4.37209862910471e-08	0.553761522745187	0.00454705166252489	-0.00133710230458078	1.75533513901912e-09	0.20220482639471	-0.000254327321820822	0.000222982374344895	0.00333125957253188	-0.0171197013740416	0.302951006365433	0.168793612689726	-4.93066440875798e-05	0.0878178086422586	1	0.0182236010433702	-0.688984022739741	0.369396477954653	-3.13355968745417e-13
"wgEncodeAwgTfbsHaibHelas3GabpPcr1xUniPk"	0.133505862406989	2.84183863852273e-08	0.000293508900460566	0.125712427251039	0.031157190924372	-2.99576626478856e-05	0.43881183553756	-0.564021156407325	-0.721697362396133	3.56693560027736e-05	4.5683621064453e-06	0.50205761167987	-0.981414151640853	-1	-0.0197008221721243	0.958612383076964	-1	0.0968184002926569	0.575083030690818	0.800012715328572	-3.74945495355097e-16
"wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk"	-0.940572483425982	0.000861314231222321	0.0100268077522229	-0.525699910923689	-0.453312061006277	-0.0396598761149149	0.000133834679218309	-0.924676599458415	-0.794762727218528	0.621102658475625	0.00720448199954217	0.405817467832224	0.176680637827489	0.398777386136505	-0.149180198767635	0.000470565059822494	0.891352233430627	0.20406483606408	0.451495720162226	0.870957582266571	-1.56599256968927e-12
"wgEncodeAwgTfbsHaibHelas3Pol2Pcr1xUniPk"	0.537277174569048	1.21493822310824e-116	5.48154594012743e-16	0.0478589770760815	9.86361025673414e-11	-7.73959687779725e-32	1.29866061813324e-42	-0.847274440121311	-0.398264514044474	2.56969933549883e-13	4.16938603658066e-29	-1.99875824275342e-05	0.151991431306611	1	-3.14669573007394e-34	2.67107161819538e-26	-1	7.86648659241931e-07	0.423139596057172	0.728310766834263	-1.50769709156632e-63
"wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk"	-1	2.9045135984035e-49	2.85328707589702e-11	0.0501558459405215	0.0487603349167424	-7.44456708565409e-18	2.04929529531613e-05	0.726772503480081	0.970979545076118	2.07648699607927e-07	1.8741839993626e-11	-0.936059059519771	0.286090773700262	-1	-2.76870155752817e-11	9.97615235888078e-11	-0.992529225714244	0.000458640989962268	0.807563092710773	0.605763618804394	-6.20423196927706e-46
"wgEncodeAwgTfbsHaibHepg2Atf3V0416101UniPk"	0.253523509047834	0.0149084971472352	0.156820991634538	0.693025111309145	0.41707458485871	-3.31641737335604e-06	0.0298087538774201	0.520856912149388	0.823048952589002	0.961216296024506	0.163323457698011	0.232682336342563	0.999948209212521	0.318911336848276	-0.932452311284636	0.495153647462411	-1	0.417741783568421	-1	-1	-2.98451496573113e-05
"wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk"	0.885292782005059	0.346549454056223	-0.132040136805145	-1	3.40892137574175e-05	-0.0314108011881469	-1	-1	-0.194853086048867	0.172913919701847	0.0852247430671077	-0.569233321112773	0.88076688958842	0.647165466317853	-0.470812864942121	0.0183161456286195	-1	0.424007068884778	-1	-1	-0.837145700611548
"wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk"	0.641710428360497	0.0548441339336803	0.409866572795993	-1	0.466806509048245	-0.0664771020179392	-0.167035602744248	0.898661190443245	0.217799800647723	0.0218770524941097	0.743546126401423	-0.473511262664669	0.678369335012556	-1	-0.178251788944637	-0.508276661395814	-1	0.0527434057702566	0.560284379774276	0.790976556642707	-0.025720231269069
"wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk"	0.286683410883574	1.69984664897029e-16	6.37281435605334e-07	0.0563912352760794	0.000435377194699961	-3.14144387963661e-10	2.09316434622371e-06	-0.839714304313937	-0.574763401295325	8.28300477458207e-08	4.96490982611452e-09	-0.0685673054793828	0.235362134763419	-1	-0.000809060460741172	9.55882209763629e-07	-1	0.00135546366642852	0.890770268393483	0.386414498781716	-5.52617888724866e-24
