"AML_SNP"	"BLCA_SNP"	"BRCA_SNP"	"CARC_SNP"	"CLL_SNP"	"CRC_SNP"	"DLBCL_SNP"	"ESO_SNP"	"GBM_SNP"	"HNSC_SNP"	"KIRC_SNP"	"LUAD_SNP"	"LUSC_SNP"	"MED_SNP"	"MEL_SNP"	"MM_SNP"	"NB_SNP"	"OV_SNP"	"PRAD_SNP"	"RHAB_SNP"	"UCEC_SNP"
"wgEncodeHaibMethylRrbsNhbeUwSitesRep1"	0.9464579161433	-0.57432875315503	-0.430330133400606	0.919990042487999	0.00526092604550738	-0.336784986029157	7.18524145154913e-15	0.000279323638820542	3.77488582601429e-11	0.0270501680676688	-0.00438361871934257	-0.723833334308633	-0.496223185497955	0.166711266104691	-5.10163549905847e-11	0.00429075348914381	1	-0.120790585914104	0.416758696856083	-1	0.27866249471866
"wgEncodeHaibMethylRrbsNhbeUwSitesRep2"	0.520360824871099	0.970790144740637	-0.258552305508273	0.591013094906996	0.00345828258519318	-0.434262909672427	8.59752472184284e-12	4.58128598533317e-05	2.49394210385426e-12	0.0455167655339445	-0.00186911054409058	0.816944357828599	-0.0996080279438201	0.111569724503627	-4.24630134425714e-12	0.000171049670768971	0.966799050419228	-0.0488523410782108	0.133988529858914	-1	0.557395009931941
"wgEncodeHaibMethylRrbsNhbeUwstamgrowprotSitesRep1"	0.9464579161433	-0.57432875315503	-0.430330133400606	0.919990042487999	0.00526092604550738	-0.336784986029157	7.18524145154913e-15	0.000279323638820542	3.77488582601429e-11	0.0270501680676688	-0.00438361871934257	-0.723833334308633	-0.496223185497955	0.166711266104691	-5.10163549905847e-11	0.00429075348914381	1	-0.120790585914104	0.416758696856083	-1	0.27866249471866
"wgEncodeHaibMethylRrbsNhbeUwstamgrowprotSitesRep2"	0.520360824871099	0.970790144740637	-0.258552305508273	0.591013094906996	0.00345828258519318	-0.434262909672427	8.59752472184284e-12	4.58128598533317e-05	2.49394210385426e-12	0.0455167655339445	-0.00186911054409058	0.816944357828599	-0.0996080279438201	0.111569724503627	-4.24630134425714e-12	0.000171049670768971	0.966799050419228	-0.0488523410782108	0.133988529858914	-1	0.557395009931941
"wgEncodeHaibMethylRrbsNhdfneoUwSitesRep1"	0.663660271122486	0.991292356455731	-0.0272256640373305	0.807677904978262	0.00249072479309862	-0.483688624625576	1.4135266121922e-15	6.93604270476632e-06	1.37086757791660e-11	0.0800504004593677	-0.00304086149293891	0.918489042923464	-0.359463063343883	0.355405731675324	-1.22602030974953e-08	0.000859151495980484	0.865476272823981	-0.0201683107596944	0.134307399355356	-1	0.726674119030714
"wgEncodeHaibMethylRrbsNhdfneoUwSitesRep2"	0.85527866497097	-0.543854465486092	-0.221212823806476	1	0.001865573742161	-0.937264751438457	2.45724926060025e-11	0.000793216212905797	1.0689667438216e-15	0.0122366141144184	-0.00114712432204321	1	-0.0569115751071787	0.19704483476495	-1.99453852465118e-12	0.000168505069921387	0.984431424188127	-0.228408502956452	0.210679862838279	-1	0.235508022550645
"wgEncodeHaibMethylRrbsNhdfneoUwstamgrowprotSitesRep1"	0.663660271122486	0.991292356455731	-0.0272256640373305	0.807677904978262	0.00249072479309862	-0.483688624625576	1.4135266121922e-15	6.93604270476632e-06	1.37086757791660e-11	0.0800504004593677	-0.00304086149293891	0.918489042923464	-0.359463063343883	0.355405731675324	-1.22602030974953e-08	0.000859151495980484	0.865476272823981	-0.0201683107596944	0.134307399355356	-1	0.726674119030714
"wgEncodeHaibMethylRrbsNhdfneoUwstamgrowprotSitesRep2"	0.85527866497097	-0.543854465486092	-0.221212823806476	1	0.001865573742161	-0.937264751438457	2.45724926060025e-11	0.000793216212905797	1.0689667438216e-15	0.0122366141144184	-0.00114712432204321	1	-0.0569115751071787	0.19704483476495	-1.99453852465118e-12	0.000168505069921387	0.984431424188127	-0.228408502956452	0.210679862838279	-1	0.235508022550645
"wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep1"	0.707206915418	-0.932070728300193	-0.199360467600364	0.266878796472779	0.00363908610118442	-0.557128704779339	7.4690597465984e-14	9.49339252112441e-06	1.04449391718511e-09	0.0201344235978063	-0.000926065810707756	0.4305723022406	-0.124226133490673	-1	-5.62450246608215e-09	0.00382156346030158	1	-0.0138681902791545	0.00398879276208183	-1	-0.631329375888351
"wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep2"	0.558519772705644	0.985031255366241	-0.835493428383473	0.793640238567404	0.000359728257821145	-0.181519211903551	2.69607587291594e-11	1.79802195221526e-05	1.31722936506156e-10	0.0176354577974096	-0.000609999821000344	0.7077191138688	-0.269484116166736	0.363403244289943	-6.71467849755737e-11	0.000178385513526374	0.977539900216817	-0.0458970406847269	0.218639231227434	-1	0.835975668534439
"wgEncodeHaibMethylRrbsNt2d1YalegrowprotSitesRep1"	0.707206915418	-0.932070728300193	-0.199360467600364	0.266878796472779	0.00363908610118442	-0.557128704779339	7.4690597465984e-14	9.49339252112441e-06	1.04449391718511e-09	0.0201344235978063	-0.000926065810707756	0.4305723022406	-0.124226133490673	-1	-5.62450246608215e-09	0.00382156346030158	1	-0.0138681902791545	0.00398879276208183	-1	-0.631329375888351
"wgEncodeHaibMethylRrbsNt2d1YalegrowprotSitesRep2"	0.558519772705644	0.985031255366241	-0.835493428383473	0.793640238567404	0.000359728257821145	-0.181519211903551	2.69607587291594e-11	1.79802195221526e-05	1.31722936506156e-10	0.0176354577974096	-0.000609999821000344	0.7077191138688	-0.269484116166736	0.363403244289943	-6.71467849755737e-11	0.000178385513526374	0.977539900216817	-0.0458970406847269	0.218639231227434	-1	0.835975668534439
"wgEncodeHaibMethylRrbsOsteoblDukeSitesRep1"	0.407423849470713	-0.548769265864908	-0.276806955219771	0.695083796230432	0.00161579132501508	-0.942670088085449	4.50919168415759e-15	2.55203633162655e-06	1.74802964982083e-11	0.0859141296631175	-0.000106686771429569	0.890412028602164	-0.223592848822524	0.166711266104691	-3.5346889289182e-10	0.000450866641944657	0.997129396045517	-0.00568524677263906	0.0935199471373893	-1	0.836059163975095
"wgEncodeHaibMethylRrbsOsteoblDukeSitesRep2"	0.488171050764752	0.867132202592967	-0.305578080159737	-1	0.0346879821776882	-0.993176899781606	4.55191617046953e-11	3.33419481354296e-07	1.92728268970224e-12	0.0398935516541794	-0.00256805439536064	0.606166204316279	-0.0572555365299924	0.102573339135114	-3.4963255909844e-12	0.00125826513345854	0.973732571098101	-0.0731940444710047	0.173156122389742	1	0.852664761287113
"wgEncodeHaibMethylRrbsOsteoblOpenchromgrowprotSitesRep1"	0.488171050764752	0.867132202592967	-0.305578080159737	-1	0.0346879821776882	-0.993176899781606	4.55191617046953e-11	3.33419481354296e-07	1.92728268970224e-12	0.0398935516541794	-0.00256805439536064	0.606166204316279	-0.0572555365299924	0.102573339135114	-3.4963255909844e-12	0.00125826513345854	0.973732571098101	-0.0731940444710047	0.173156122389742	1	0.852664761287113
"wgEncodeHaibMethylRrbsOsteoblOpenchromgrowprotSitesRep2"	0.407423849470713	-0.548769265864908	-0.276806955219771	0.695083796230432	0.00161579132501508	-0.942670088085449	4.50919168415759e-15	2.55203633162655e-06	1.74802964982083e-11	0.0859141296631175	-0.000106686771429569	0.890412028602164	-0.223592848822524	0.166711266104691	-3.5346889289182e-10	0.000450866641944657	0.997129396045517	-0.00568524677263906	0.0935199471373893	-1	0.836059163975095
"wgEncodeHaibMethylRrbsOvcar3UwSitesRep1"	0.690437908474588	0.944525734351177	-0.321972829681682	0.63483172551857	0.00131254156435586	-0.25730142023507	3.43492439789937e-14	3.2891596166875e-05	1.47444293326598e-10	0.0457870853251583	-0.000838837661126835	0.266833981379582	-0.100470273995755	0.90984690774274	-7.16460617797069e-09	0.000159825450621831	0.991453453762346	-0.0536436660801888	0.21876182188062	-1	-0.693426127902535
"wgEncodeHaibMethylRrbsOvcar3UwSitesRep2"	0.939521061709818	-0.557207597917398	0.99405435796234	0.66870361634668	0.028403980550356	-0.473599301282439	1.30092040379878e-14	2.92683471125356e-06	1.96658512979806e-13	0.00939966670954084	-0.00105345547732315	0.758914701802533	-0.235943149952927	0.0688690578778626	-1.31629492601803e-11	0.00204285146383148	0.992529225714244	-0.225515177138817	0.0722106613340268	-1	-0.543770180657691
"wgEncodeHaibMethylRrbsPanc1HaibSitesRep1"	0.86146067875376	-0.921415036950868	-0.202569990580836	0.525422637611553	0.000980261882045442	-0.52043316327266	1.51443706656017e-13	0.000186039561007566	1.25784043485723e-12	0.0906532962920293	-0.00194704468434746	0.725824394967635	-0.412159889805237	0.0833292761835237	-3.81390230416218e-11	0.00334897925904516	0.997129396045517	-0.0665679029766082	0.14312078661284	0.870957582266571	0.797183955073928
"wgEncodeHaibMethylRrbsPanc1HaibSitesRep2"	0.76123023044129	-0.834166477571295	-0.156820991634538	0.695129433417166	0.000376008058613187	-0.469123474548188	1.74071628518523e-14	8.77999216676426e-06	9.36545001855234e-13	0.064214251884097	-0.00119904726251936	0.787401241021748	-0.220511225518437	0.0381592654694738	-3.55637354570813e-12	0.00012279181114266	0.997129396045517	-0.0190756469545897	0.139872466848823	0.870957582266571	0.576157808403663
"wgEncodeHaibMethylRrbsPanc1UwSitesRep1"	0.988352406649663	-0.807771980880858	-0.294017381775161	0.896833547277675	0.000352823769077723	-0.743480074742468	1.47110865759367e-13	7.53507695319613e-05	2.56456773019278e-16	0.0318225550532037	-0.000931314892653507	0.781856791928822	-0.213397770131253	0.0924945535020859	-1.81107780836591e-12	0.00192124231065009	0.953459002451086	-0.0304509457283926	0.158590602559245	1	0.390678098328975
"wgEncodeHaibMethylRrbsPanc1UwSitesRep2"	1	-0.420460891724736	-0.413706670924528	0.583210364157124	0.00855981572982408	-0.828534589276105	8.96337043421191e-14	2.17023186316026e-05	1.66432279873625e-15	0.0140603036981709	-0.000549985836227303	0.640514428439416	-0.129540729329884	0.0471779172965769	-1.47504159865954e-12	0.000701383306876048	0.96290559717086	-0.0407060077320372	0.0695720370259952	-1	0.911859133226607
"wgEncodeHaibMethylRrbsPanisletsSitesRep1"	0.807428779140951	0.259532588756506	-0.0678751277248936	0.503589652293097	0.00146871774227155	-0.00644609181890728	5.97498084564793e-14	1.57691352695868e-06	4.2182383075839e-10	0.00889584101402044	-0.00659987253345425	0.461294397378672	-0.331740484249339	0.794282940859197	-1.28008518929703e-09	9.07373536964256e-05	1	-0.0841126069765276	0.665023195310119	-1	-0.664244097902868
"wgEncodeHaibMethylRrbsPanisletsSitesRep2"	0.383316797716294	0.56184570954191	-0.171114983454765	0.54058688224256	0.000711726606825545	-0.996793100508529	2.11975520641101e-11	2.43692605901606e-06	1.86140418896521e-15	0.0012650470637116	-1.40559414790904e-05	0.220346888259347	-0.220609679115062	0.0394398841808759	-8.45244115274226e-13	0.00166501250529521	0.997129396045517	-0.145120469750771	0.0183187052025595	1	0.92473079473531
"wgEncodeHaibMethylRrbsPanisletsSitesRep3"	0.614544118332961	0.471112315340502	-0.264654918049691	-0.991726037781066	8.36995108260244e-05	-0.188842238417725	2.03384945253053e-13	0.000204735052945277	1.33135057159569e-09	0.02348630132659	-0.016105311667444	0.655965835209207	-0.259401108952242	0.601388105886926	-3.35306098307346e-10	0.000249438275250667	0.952643641651823	-0.0385281215110326	0.0921094324987899	-1	-0.974581934125201
"wgEncodeHaibMethylRrbsPanisletsSitesRep4"	0.669987478971475	-0.772418510972633	-0.583494489860388	0.633822845072773	0.00226903690804579	-0.340836470325876	3.7127753282729e-15	0.00018664208236788	2.23349894703755e-10	0.0755578798205562	-0.00231813984378322	0.772825287372171	-0.292159672314703	0.214525664854228	-1.69634838949832e-11	0.000587435584606507	0.907124096481699	-0.0206518539300398	0.226302972409712	0.862675125794433	0.542818525039388
"wgEncodeHaibMethylRrbsPanisletsSitesRep5"	0.779449625216795	-0.779338950859174	-0.230776329331805	0.304460870056232	6.34346116418126e-05	-0.491014407950554	1.95896937142485e-12	0.000114387392934972	1.07504573484956e-10	0.132920800179612	-0.00105346519085207	0.519941665631127	-0.272098239480001	0.133252964476599	-2.44909919660597e-10	0.0002762969654542	0.922965708545789	-0.0233071619326664	0.16389156625091	-1	0.526765539514389
"wgEncodeHaibMethylRrbsPfsk1HaibSitesRep1"	1	-0.709928939693843	-0.327162977281319	0.591013094906996	0.0158786380741025	-0.67847219729541	1.55306903193847e-13	0.000371974902687606	1.15233695159565e-13	0.0595560699358586	-0.00113027793026811	0.701207094364527	-0.344027770931279	0.166711266104691	-1.67892458354293e-11	0.00267507968170751	1	-0.0943269114330179	0.0265118920960451	1	0.437649449509397
"wgEncodeHaibMethylRrbsPfsk1HaibSitesRep2"	0.761740725750762	-0.525663052383818	-0.334961492736046	0.735169350927683	0.0139787304355815	-0.242497279826659	1.19329525552976e-11	5.62828021251356e-05	5.72723426568492e-15	0.0159504636589752	-0.00708633555582415	0.751980855975711	-0.217795635728332	0.0924945535020859	-5.33190303854894e-12	0.00301297134307246	1	-0.0926793032897252	0.105132136697252	1	0.326476299700656
"wgEncodeHaibMethylRrbsPrecUwSitesRep1"	0.92096006648976	-0.644685448501417	-0.712419392931152	0.828654467148487	0.0078409480664578	-0.350112490229035	2.76308616260749e-12	0.000711545883200731	2.43075711666603e-11	0.0174712215821685	-0.00886807747298633	0.81669356795645	-0.315409815581979	0.223911287135573	-5.63525909351893e-11	0.00132653138754405	0.992529225714244	-0.0511282921902177	0.115812391293735	1	0.611449421158434
"wgEncodeHaibMethylRrbsPrecUwSitesRep2"	0.91350324744852	-0.924654284197187	-0.143207844542747	0.699194746663479	0.00172944931780309	-0.502001893411493	1.28829553710271e-13	0.00129591013813605	4.18544412946506e-09	0.0877282998199652	-0.00270367883771744	0.619022371843599	-0.1881267356313	0.295376712252962	-3.32657005778786e-10	0.00207061714536056	0.997129396045517	-0.0210995170144679	0.0953729548724443	-1	0.268843552849128
"wgEncodeHaibMethylRrbsProgfibSitesRep1"	0.780245057849971	-0.699436289378083	-0.481300577296355	0.710275418243404	0.00245774303082838	-0.186815946469744	1.0967658286686e-13	2.36482483325539e-05	3.39940147751917e-13	0.0121805385837539	-0.000850168883110406	-0.937042180812179	-0.248895952401354	0.166711266104691	-8.20670030467668e-12	0.00010836227918164	0.953459002451086	-0.0151523167259877	0.0629418892316225	-1	0.548823993128586
"wgEncodeHaibMethylRrbsProgfibSitesRep2"	0.570088106018346	0.996670346495247	-0.72450407112447	0.8215927671673	0.0304501714909344	-0.87296042363268	5.18185728503027e-12	4.34018606292623e-07	1.41681316056847e-16	0.0131711613645238	-0.000365585273903347	0.684641056194986	-0.255549618412967	0.0680239947651752	-9.1176405415153e-14	0.000480719397646041	1	-0.417638063530935	0.21463223490719	1	0.279544863630622
"wgEncodeHaibMethylRrbsRptecSitesRep1"	1	-0.797367822724556	-0.571903360272457	0.968329494754702	0.0127717880706763	-0.534522364235733	4.78195508039857e-13	0.000625352602507112	9.36519285660339e-14	0.0172626740396784	-0.00582985888209251	-0.970357235047991	-0.0823435954870098	0.130621162074025	-5.77376734134114e-12	0.0195470726384555	0.798211374841182	-0.0921727597459387	0.06942118852613	-1	0.139911443525113
"wgEncodeHaibMethylRrbsRptecSitesRep2"	0.273979450079552	0.789993902969314	-0.134591997713215	0.63582928342752	0.00137375145609771	-0.444979960822194	1.49121223684146e-11	0.000315327335757596	4.72487525315573e-11	0.003876431962451	-0.00489649261374282	0.446175427925071	-0.332308437660287	0.359752484810836	-3.75274966246203e-10	0.00506968782211564	0.992358852673575	-0.064451029676347	0.31916436482258	-1	-0.687521138788706
"wgEncodeHaibMethylRrbsSaecUwSitesRep1"	0.402094102038847	-0.76897463975024	-0.132595331379848	0.916931430834973	0.00288927138654688	-0.451292984946376	9.34896183502053e-14	2.12985396319023e-05	1.15718109814522e-10	0.0405682192068739	-0.00198849882192164	0.77340310368154	-0.144171805663255	0.231441609125958	-4.38374198062246e-12	0.000367003958407024	0.929345458135496	-0.0318590603892264	0.173156122389742	-1	0.224476286013098
"wgEncodeHaibMethylRrbsSaecUwSitesRep2"	0.596352947340281	-0.852843852388705	-0.228341531760673	0.884808703904577	0.00520480355293995	-0.631872617076984	3.25998847154826e-16	0.000271209595798731	3.57478731459483e-11	0.0261143496711949	-0.00199759753183638	0.928497398147049	-0.283075136383449	0.166711266104691	-1.03018417749962e-11	0.00120708913883932	1	-0.0307856749967102	0.218639231227434	-1	0.423941281371799
"wgEncodeHaibMethylRrbsSaecUwstamgrowprotSitesRep1"	0.402094102038847	-0.76897463975024	-0.132595331379848	0.916931430834973	0.00288927138654688	-0.451292984946376	9.34896183502053e-14	2.12985396319023e-05	1.15718109814522e-10	0.0405682192068739	-0.00198849882192164	0.77340310368154	-0.144171805663255	0.231441609125958	-4.38374198062246e-12	0.000367003958407024	0.929345458135496	-0.0318590603892264	0.173156122389742	-1	0.224476286013098
"wgEncodeHaibMethylRrbsSaecUwstamgrowprotSitesRep2"	0.596352947340281	-0.852843852388705	-0.228341531760673	0.884808703904577	0.00520480355293995	-0.631872617076984	3.25998847154826e-16	0.000271209595798731	3.57478731459483e-11	0.0261143496711949	-0.00199759753183638	0.928497398147049	-0.283075136383449	0.166711266104691	-1.03018417749962e-11	0.00120708913883932	1	-0.0307856749967102	0.218639231227434	-1	0.423941281371799
"wgEncodeHaibMethylRrbsSkmcUwSitesRep1"	0.621229277311524	-0.953531922155356	-0.159063511993639	0.439395067230917	0.0038872950887999	-0.749516318331377	6.30673241435328e-19	0.000165918279883822	5.19703028874646e-12	0.0300855855106869	-0.00776568436755275	0.484202999119104	-0.0756441289455529	0.912707886572072	-2.47098519780741e-10	0.000281099287850841	1	-0.00844905523019669	0.240598973077959	-1	-0.754690736194843
"wgEncodeHaibMethylRrbsSkmcUwSitesRep2"	0.626661214180009	-0.851073620183357	-0.119474594683214	0.350772484480722	0.00391606218107551	-0.67859857463646	5.62150473325585e-14	0.00013166547925312	5.40016371615342e-11	0.0935367491372814	-0.00587363490598361	0.482064218439541	-0.0994993077304454	0.166711266104691	-1.16640685180469e-11	0.00761103602556127	1	-0.0264034201996973	0.0965156021839947	0.849780391793532	0.451798864013104
"wgEncodeHaibMethylRrbsSkmcUwstamgrowprotSitesRep1"	0.621229277311524	-0.953531922155356	-0.159063511993639	0.439395067230917	0.0038872950887999	-0.749516318331377	6.30673241435328e-19	0.000165918279883822	5.19703028874646e-12	0.0300855855106869	-0.00776568436755275	0.484202999119104	-0.0756441289455529	0.912707886572072	-2.47098519780741e-10	0.000281099287850841	1	-0.00844905523019669	0.240598973077959	-1	-0.754690736194843
"wgEncodeHaibMethylRrbsSkmcUwstamgrowprotSitesRep2"	0.626661214180009	-0.851073620183357	-0.119474594683214	0.350772484480722	0.00391606218107551	-0.67859857463646	5.62150473325585e-14	0.00013166547925312	5.40016371615342e-11	0.0935367491372814	-0.00587363490598361	0.482064218439541	-0.0994993077304454	0.166711266104691	-1.16640685180469e-11	0.00761103602556127	1	-0.0264034201996973	0.0965156021839947	0.849780391793532	0.451798864013104
"wgEncodeHaibMethylRrbsSknmcHaibSitesRep1"	0.947251730701164	-0.797409694339944	-0.246293053405931	0.541856632956645	0.000489160015758318	-0.680940824739617	8.16549904833951e-13	0.000283686735415353	4.65920082052275e-10	0.0932191559281021	-0.00562332535141747	-0.988325093905857	-0.336618391373255	0.0423020024731579	-9.32269312841582e-11	0.00125380099905426	1	-0.0237318729356388	0.219564530485471	-0.870957582266571	0.241741461403893
"wgEncodeHaibMethylRrbsSknmcHaibSitesRep2"	0.969160434621971	-0.46986910758857	-0.395461986661625	0.552907008144259	0.00311371714330003	-0.603478703464875	4.82529944323124e-12	0.000421314186911818	1.35368994426033e-12	0.102017755684549	-0.00484323968210017	0.726174530600943	-0.255871409004347	0.166711266104691	-8.69822360908199e-12	9.31927530841099e-05	0.953459002451086	-0.113115452598476	0.289064370456971	-1	0.371011644922583
"wgEncodeHaibMethylRrbsT47dDm002p24hHaibSitesRep1"	0.801590458142843	-0.65949555893145	-0.370929038504467	0.829579980156681	0.00931361022101083	-0.508914727517951	1.73861256130439e-11	4.14713159641776e-06	1.23495390546366e-12	0.0800504004593677	-0.000259780694105352	0.69426333125816	-0.491140751504888	0.356202703066692	-6.32320254043602e-12	0.000308084566945053	0.953459002451086	-0.271553131163063	0.232073371115962	-1	0.711896855096658
"wgEncodeHaibMethylRrbsT47dDm002p24hHaibSitesRep2"	0.894299516803847	-0.520925777191161	-0.232611259469965	0.642105173286912	0.00600916170108958	-0.67847219729541	2.9062445661521e-13	3.31692195749084e-05	3.88813962350764e-13	0.0125360516388275	-0.00418669990671874	0.91417497202579	-0.273312005538918	0.124571439857242	-5.44280598287761e-13	0.000772350968566451	0.981810726472178	-0.0315566798261156	0.302573463383035	0.675166919377282	0.555260697967783
"wgEncodeHaibMethylRrbsT47dEstradia24hhHaibSitesRep1"	0.685610130397571	-0.60321737641699	-0.301702380433425	0.875064851496291	0.0131985236182127	-0.750654371603971	1.36252754405266e-14	4.88320101977541e-06	2.5858957812004e-14	0.235756807331379	-0.0018944633383517	0.856558040830043	-0.284104498335618	0.161156690494392	-2.52796059055268e-12	0.0010836760363624	0.953459002451086	-0.061495451938736	0.270790711051267	1	0.524103480698701
"wgEncodeHaibMethylRrbsT47dEstradia24hhHaibSitesRep2"	0.675165784045696	-0.51620416607063	-0.328470598210451	0.773339758254491	0.00442780121930215	-0.756938037826921	3.32106842192673e-15	0.000138964447443039	3.08193316635359e-12	0.0539926760785442	-0.000844828197308761	0.928497398147049	-0.348275967117677	0.0553655934045717	-2.18123258227403e-12	0.000154601999848758	0.966799050419228	-0.0980396841450832	0.0528891639055713	1	0.863142916808719
"wgEncodeHaibMethylRrbsU87HaibSitesRep1"	0.611079849334236	-0.58357003035852	-0.256010007558202	0.792208297726642	0.005315062032387	-0.424239362438262	1.48904679637726e-13	0.000232216870373846	6.24403326264605e-09	0.0425704492272498	-0.0142449685319617	0.928542798443048	-0.20011593835313	0.119707014338162	-4.43853094095212e-11	0.00141261901947725	0.882775446002131	-0.158679134254463	0.291031596199042	1	0.361804741611337
"wgEncodeHaibMethylRrbsU87HaibSitesRep2"	0.683814355372836	-0.31068136500323	-0.481643389344215	0.745981413152125	0.00204053683734508	-0.632385817450836	4.10351260214341e-11	1.02230168457756e-05	2.10767086317825e-14	0.0359585660310921	-0.0121871766256622	-0.99093478489327	-0.20196883399897	0.0967606939164204	-9.32010283010349e-13	0.00162989427488179	1	-0.069934335593295	0.0442096888462198	1	0.541026906926717
"wgEncodeHaibMethylRrbsBcadrenalglandh12803nBiochainSitesRep1"	0.524485393916444	-0.690481021399239	-0.224982630937324	0.40151227906128	0.000636805956248094	-0.638391356388639	1.23472997792626e-11	0.000233797205283878	1.83853311806211e-11	0.0969045264593539	-0.00172809468375392	1	-0.291823988127174	0.166711266104691	-9.60492915568296e-13	0.000186902266626787	1	-0.0815336338311534	0.167477173710636	-1	0.288474268549929
"wgEncodeHaibMethylRrbsBcadrenalglandh12803nBiochainSitesRep2"	0.879400731201034	-0.946616302371348	-0.400078888944158	0.825499653347837	0.000499280744252333	-0.349658497992077	2.5555699118712e-15	3.97165194719939e-05	6.59574863089031e-14	0.0106681962414632	-0.00129335722814026	0.94453233181242	-0.164616456232635	0.0698935760484067	-1.99946839773032e-12	0.000981209681062106	1	-0.138713464366645	0.311178079682219	1	0.57764995899711
"wgEncodeHaibMethylRrbsBcbrainh11058nBiochainSitesRep1"	0.29232019622163	0.648359274777801	-0.385869347337073	0.607799987579406	0.00898948876014073	-0.715439749532807	5.25949582454064e-12	8.16433254827098e-06	6.84962096807786e-15	0.022589178405476	-0.00197582690993531	0.321958067852745	-0.102307487576318	0.111569724503627	-1.1077475959772e-11	0.000652833329471627	0.893178589633374	-0.158590989972162	0.368930084563423	1	0.531071881129825
"wgEncodeHaibMethylRrbsBcbrainh11058nBiochainSitesRep2"	0.912993605676943	-0.347219317056391	-0.189432242223407	0.703598598785393	0.00633530253630343	-0.623547855967975	2.82480231654647e-11	1.95828950573237e-06	1.11096135728451e-14	0.0561241213832085	-0.000836964676908686	0.785854476139223	-0.156215836609662	0.563675697755325	-7.09632544420372e-13	0.00125901804418474	0.998411875476072	-0.0591929440436049	0.0880572203225481	1	0.169952409748426
"wgEncodeHaibMethylRrbsBcbreast0203015BiochainSitesRep1"	0.629869216061171	0.786298622843196	-0.17496616395486	0.64586423354886	0.041105767511589	-0.0727880176179518	3.67685611535482e-15	1.76002370192288e-05	6.7508904491528e-14	0.0332987302301881	-0.00636607628557192	0.499419559301084	-0.0535134501668617	0.20743606442499	-1.06984675437713e-12	0.00130516280405823	0.929345458135496	-0.0365642380350104	0.414965207868915	-1	0.742350290207443
"wgEncodeHaibMethylRrbsBcbreast0203015BiochainSitesRep2"	0.262961216862774	1	-0.531985360424189	0.605869142405055	0.0105883986937031	-0.59040601414275	3.85485146618875e-11	1.51790705086721e-07	2.78353768198305e-16	0.0518739231188192	-0.000265567391259475	0.928497398147049	-0.108852050451484	0.0499232962716273	-2.11494667352493e-13	0.000691812432291778	1	-0.0953759424375303	0.372265416370752	-1	0.452558717643705
"wgEncodeHaibMethylRrbsBckidney0111002BiochainSitesRep1"	0.650602174951086	-0.620813285880352	-0.190963890552617	0.557213359606693	0.00216611250477036	0.279020233183094	3.53675982297849e-13	7.01020027347682e-07	4.06497512560711e-14	0.578265918665226	-2.57172415857409e-05	0.122321213061042	-0.00505807759187865	0.134440766445796	-1.02620301288443e-13	0.000188655017247362	1	-0.124448178114731	0.29833124610131	-1	0.306453283024857
"wgEncodeHaibMethylRrbsBckidney0111002BiochainSitesRep2"	0.187626269587957	-0.559852253891182	-0.496574937446134	-1	0.00139315999100167	0.349658497992077	1.73058601848893e-14	1.74207571969839e-10	4.13213014642035e-25	0.0637254291431614	-2.13854159341407e-07	0.146928695363277	-0.00911662168292022	0.269385534937708	-1.10745192723695e-18	7.89729234622506e-05	1	-0.322001221545327	0.148420048327788	1	0.41808758679719
"wgEncodeHaibMethylRrbsBcleftventriclen41BiochainSitesRep1"	0.447579222422067	-0.742219272258068	-0.571118182741335	0.935817500021867	0.0055490030174535	-0.808654388378801	9.61997677708587e-14	0.000256199597158034	1.01884520900301e-12	0.0406515642128296	-0.000193853422457043	0.520800273572109	-0.314795857310269	0.677235988216824	-3.56977972250065e-12	0.00127338637404458	1	-0.0494859247929617	0.259972432598466	1	0.477427061033176
"wgEncodeHaibMethylRrbsBcleftventriclen41BiochainSitesRep2"	0.569451745355379	-1	-0.451317106524169	0.732227760337353	0.0248353786329081	-0.426366418726455	1.39100169755613e-13	4.89267975057742e-05	3.703082203812e-11	0.00763197738008903	-0.000711340775767138	0.394962261897156	-0.132018812252453	0.166711266104691	-1.96440061253676e-11	2.86822355569085e-05	1	-0.115395414613446	0.219564530485471	1	-0.996235595479099
"wgEncodeHaibMethylRrbsBcleukocyteuhn00204BiochainSitesRep1"	0.640263063916975	1	-0.217154407080014	0.682270889365949	0.00178181182273768	-0.199619134947893	8.15066115914939e-15	0.000110448453567875	3.13600852223198e-12	0.00570995062509524	-0.00210094450736501	0.483045946991413	-0.272015137940853	0.156044801688196	-2.70362518711578e-13	0.000150013772422761	0.993064592407788	-0.0442001089286857	0.130165410092291	-1	0.947868748585843
"wgEncodeHaibMethylRrbsBcleukocyteuhn00204BiochainSitesRep2"	0.853783347997107	-0.908477682853563	-0.106208587922094	0.213367513953914	0.0243131804440602	-0.382351184961072	2.00954960231129e-12	5.50856055158262e-06	4.12737409391753e-13	0.0115368250962816	-0.00156932788686184	0.44577614606582	-0.786769122876717	0.0287235361057741	-5.85074914576788e-15	0.00061987396091399	0.934144101327808	-0.0299215556963143	0.148043060644466	1	0.98306901928112
