	Row.names	c1	c2	adj.P.Val	V2
34	wgEncodeBroadHistoneMonocd14ro1746H3k04me3Pk	0.00594663048482455	-0.228058529117504	0.005599319312131	Monocytes CD14+ H3K4me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
35	wgEncodeBroadHistoneDnd41H3k79me2Pk	0.00019142829926298	-0.174449441058216	0.005599319312131	Dnd41 H3K79me2 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
36	wgEncodeBroadHistoneMonocd14ro1746H3k09me3Pk	-0.00920424314216723	0.226413053254766	0.00624622326863081	Monocytes CD14+ H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
37	wgEncodeBroadHistoneGm12878CtcfStdPk	1.35086977437077e-07	-0.0493517176818109	0.00658285121265142	GM12878 CTCF Histone Mods by ChIP-seq Peaks from ENCODE/Broad
38	wgEncodeBroadHistoneNhdfadH3k36me3StdPk	0.0620185177900684	-0.00521509387114089	0.00658285121265142	NHDF-Ad H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
39	wgEncodeBroadHistoneGm12878H2azStdPk	8.37862130505939e-11	-0.160975107088017	0.00806758487250236	GM12878 H2A.Z Histone Mods by ChIP-seq Peaks from ENCODE/Broad
40	wgEncodeBroadHistoneMonocd14ro1746H3k04me1Pk	0.00059363995285637	-0.0535948354446886	0.00806758487250236	Monocytes CD14+ H3K4me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
41	wgEncodeBroadHistoneOsteoH3k04me3Pk	0.00952243241231427	-0.696174850990234	0.00989872254415986	Osteoblasts H3K4me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
42	wgEncodeBroadHistoneMonocd14ro1746H3k36me3Pk	0.00257509949081224	-0.0169087341296619	0.0103860663209202	Monocytes CD14+ H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
43	wgEncodeBroadHistoneNhekH3k9me1StdPk	0.161770923739295	-0.00118571508187855	0.0117025296289446	NHEK H3K9me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
44	wgEncodeBroadHistoneDnd41H3k27me3Pk	-0.00700322623969028	0.0209129319184844	0.0119786289976086	Dnd41 H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
45	wgEncodeBroadHistoneMonocd14ro1746H4k20me1Pk	0.000190348867494304	-0.0576655800265094	0.0121616922043813	Monocytes CD14+ H4K20me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
46	wgEncodeBroadHistoneHuvecH3k09me3Pk	-0.0119095702845175	0.00506546417976245	0.0219382922698845	HUVEC H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
47	wgEncodeBroadHistoneDnd41H2azPk	4.66831242842082e-06	-0.028634608140556	0.0239730288826364	Dnd41 H2A.Z Histone Mods by ChIP-seq Peaks from ENCODE/Broad
48	wgEncodeBroadHistoneCd20CtcfPk	0.00463343452211372	-0.254310165673246	0.0423990303409544	CD20+ CTCF Histone Mods by ChIP-seq Peaks from ENCODE/Broad
49	wgEncodeBroadHistoneHmecH3k36me3StdPk	0.0659915482215984	-0.000284696313365989	0.0549453043959671	HMEC H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
50	wgEncodeBroadHistoneCd20ro01794H4k20me1Pk	0.001017883967596	-0.113716230869455	0.0551980413710089	CD20+ RO01794 H4K20me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
51	wgEncodeBroadHistoneNhdfadH3k09me3Pk	-0.000223858407929417	0.0144398791535202	0.0680218209540502	NHDF-Ad H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
52	wgEncodeSydhHistonePbmcH3k27me3bUcdPk	-0.10820530303324	0.00643297195063199	0.074720947874175	PBMC H3K27me3 Histone Modifications by ChIP-Seq Peaks from ENCODE/SYDH
53	wgEncodeUwHistoneGm12865H3k04me3StdPkRep1	0.00314131033449232	-0.762442944466073	0.0803028049662949	GM12865 H3K4me3 Histone Mod ChIP-seq Peaks 1 from ENCODE/UW
54	wgEncodeBroadHistoneGm12878H3k4me1StdPk	1.45848153800429e-13	-0.00279641962799037	8.98277872524378e-05	NA
55	wgEncodeBroadHistoneGm12878H3k4me3StdPk	1.93951189647371e-10	-0.0855133205421036	4.79480691033408e-05	NA
	Row.names	c2	c3	adj.P.Val	V2
1	wgEncodeBroadHistoneA549H3k79me2Dex100nmPk	0.00867788940361891	-0.0211521664980546	0.0157890114027518	A549 DEX 100 nM H3K79me2 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
2	wgEncodeBroadHistoneHsmmH3k27me3StdPk	-0.0232710980382924	3.65375865719471e-07	0.0216484079746113	HSMM H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
3	wgEncodeBroadHistoneNhaH3k27me3StdPk	-0.0150639557811401	0.000192635175287408	0.0268926377891618	NH-A H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
4	wgEncodeBroadHistoneA549H3k36me3Dex100nmPk	0.1047146309538	-0.00484461370546638	0.0268926377891618	A549 DEX 100 nM H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
5	wgEncodeBroadHistoneNhlfH3k79me2Pk	0.00533206477472465	-0.0517893669392778	0.0319768366579948	NHLF H3K79me2 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
6	wgEncodeBroadHistoneK562H3k36me3StdPk	0.0015870487282293	-0.00979254578848399	0.0350507051511118	K562 H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
7	wgEncodeBroadHistoneHsmmtH3k09me3Pk	-0.0259625773339719	0.00383492946359727	0.0433327091442295	HSMMtube H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
8	wgEncodeBroadHistoneA549H3k27me3Etoh02Pk	-0.0180721054895917	0.00264510169399456	0.0447178193868668	A549 EtOH 0.02% H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
9	wgEncodeBroadHistoneHsmmtH3k27me3Pk	-0.0192231530214384	0.00115110225061397	0.0447178193868668	HSMMtube H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
10	wgEncodeBroadHistoneNhdfadH4k20me1Pk	0.00168114623290756	-0.0273714582928002	0.0447178193868668	NHDF-Ad H4K20me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
11	wgEncodeBroadHistoneDnd41Ezh239875Pk	-0.308241362968657	0.00751075080691511	0.0499342422746252	Dnd41 EZH2 (39875) Histone Mods by ChIP-seq Peaks from ENCODE/Broad
12	wgEncodeBroadHistoneHmecH3k27me3StdPk	-0.293146468261082	5.58770000287109e-06	0.0516600410479057	HMEC H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
13	wgEncodeBroadHistoneNhdfadH3k27me3StdPk	-0.0758127272042245	0.000282075863740164	0.0566915269889781	NHDF-Ad H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
14	wgEncodeBroadHistoneH1hescH4k20me1StdPk	0.00640620736716047	-0.138034723105292	0.0645431502824492	H1-hESC H4K20me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
15	wgEncodeBroadHistoneNhekH4k20me1StdPk	0.000932433858996214	-0.0364026994798125	0.0656215547651848	NHEK H4K20me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
16	wgEncodeBroadHistoneHepg2H3k27me3StdPk	-0.163498609610739	0.00083831152394923	0.0663156987730333	HepG2 H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
17	wgEncodeBroadHistoneA549H3k27me3Dex100nmPk	-0.0609296885595211	0.000585527406653924	0.0839090977805796	A549 DEX 100 nM H3K27me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
18	wgEncodeBroadHistoneGm12878H3k9me3StdPk	-0.0002502033441531	0.0399314256734551	0.0873603135785508	GM12878 H3K9me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
	Row.names	c2	c4	adj.P.Val	V2
1	wgEncodeBroadHistoneNhdfadH3k36me3StdPk	0.100883445689824	-0.00521509387114089	0.0202711628344964	NHDF-Ad H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
2	wgEncodeBroadHistoneNhekH3k9me1StdPk	0.200176994841777	-0.00118571508187855	0.0225256832695016	NHEK H3K9me1 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
3	wgEncodeBroadHistoneHmecH3k36me3StdPk	0.0177332781706585	-0.000284696313365989	0.0427333262086759	HMEC H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
4	wgEncodeBroadHistoneGm12878H3k36me3StdPk	0.221910313289164	-0.0010631487116515	0.0583820659069744	GM12878 H3K36me3 Histone Mods by ChIP-seq Peaks from ENCODE/Broad
5	wgEncodeBroadHistoneK562NcorPk	0.0447793061519513	-0.00517357394473262	0.0846000790744624	K562 NCoR Histone Mods by ChIP-seq Peaks from ENCODE/Broad
