Disease 1	Disease 2	Corr. coefficient
HDL_cholesterol	Restless_legs_syndrome	-0.0280857570469379
Platelet_counts	Psoriasis	-0.0283572599291801
Chronic_kidney_disease	Primary_sclerosing_cholangitis	-0.028449097648263
Kawasaki_disease	Restless_legs_syndrome	-0.0286204442381859
Creatinine_levels	Multiple_sclerosis	-0.0288002472370863
Ankylosing_spondylitis	Type_2_diabetes	-0.028869928792119
Juvenile_idiopathic_arthritis	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.0294607318937778
Primary_sclerosing_cholangitis	Type_2_diabetes	-0.0294628869742155
Behcets_disease	Crohns_disease	-0.0296209622174501
Allergy	Systemic_sclerosis	-0.0296596046537161
Atopic_dermatitis	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.0299450401216745
Asthma	Behcets_disease	-0.0300381164997816
Renal_function_related_traits_BUN	Vitiligo	-0.0300797708332539
Autoimmune_thyroiditis	Red_blood_cell_traits	-0.0304383244365454
Autoimmune_thyroiditis	Fasting_glucose_related_traits	-0.0304937325417995
HDL_cholesterol	Red_blood_cell_traits	-0.0305057149380445
Alopecia_areata	Migraine	-0.030506381765008
Behcets_disease	Type_1_diabetes	-0.0318612307310104
Primary_sclerosing_cholangitis	Psoriasis	-0.0325220450758934
HDL_cholesterol	Vitiligo	-0.0330756939947605
Atopic_dermatitis	Crohns_disease	-0.0336310900747776
Bone_mineral_density	LDL_cholesterol	-0.0340558513998985
Crohns_disease	Vitiligo	-0.0345074385404587
Juvenile_idiopathic_arthritis	Primary_sclerosing_cholangitis	-0.0347726196050644
Renal_function_related_traits_BUN	Ulcerative_colitis	-0.0354682914912701
Behcets_disease	Chronic_kidney_disease	-0.0355406999588013
Crohns_disease	LDL_cholesterol	-0.0359191447496414
Creatinine_levels	Primary_biliary_cirrhosis	-0.036414660513401
Psoriasis	Type_1_diabetes	-0.0365178659558296
Crohns_disease	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.0369786322116852
Chronic_kidney_disease	Crohns_disease	-0.0378394946455956
Celiac_disease	Platelet_counts	-0.0383880212903023
Asthma	Migraine	-0.0387031584978104
Bone_mineral_density	HDL_cholesterol	-0.0391052439808846
Autoimmune_thyroiditis	Platelet_counts	-0.0396795757114887
Autoimmune_thyroiditis	C_reactive_protein	-0.0404670387506485
HDL_cholesterol	Type_1_diabetes	-0.0404784306883812
Asthma	Renal_function_related_traits_BUN	-0.0405753441154957
Psoriasis	Vitiligo	-0.0415734760463238
Creatinine_levels	Psoriasis	-0.0420883670449257
Systemic_sclerosis	Type_1_diabetes	-0.0423525758087635
Primary_biliary_cirrhosis	Vitiligo	-0.0424962304532528
Celiac_disease	Restless_legs_syndrome	-0.0427399016916752
Ankylosing_spondylitis	Renal_function_related_traits_BUN	-0.0428522974252701
Behcets_disease	Psoriasis	-0.042940266430378
Ankylosing_spondylitis	Urate_levels	-0.0433550663292408
Juvenile_idiopathic_arthritis	Restless_legs_syndrome	-0.0434297360479832
Red_blood_cell_traits	Vitiligo	-0.043778233230114
Triglycerides	Type_1_diabetes	-0.0442777425050735
Alopecia_areata	Behcets_disease	-0.0444176644086838
Ulcerative_colitis	Vitiligo	-0.0444307029247284
Ankylosing_spondylitis	LDL_cholesterol	-0.0445159040391445
Migraine	Restless_legs_syndrome	-0.0462353751063347
Alopecia_areata	Primary_sclerosing_cholangitis	-0.0462918020784855
Bone_mineral_density	Platelet_counts	-0.0463466644287109
Primary_biliary_cirrhosis	Restless_legs_syndrome	-0.0464078299701214
Alopecia_areata	Restless_legs_syndrome	-0.0465836860239506
Restless_legs_syndrome	Systemic_lupus_erythematosus	-0.0474498085677624
Platelet_counts	Primary_biliary_cirrhosis	-0.0474806092679501
Behcets_disease	Systemic_lupus_erythematosus	-0.0475220456719398
Ankylosing_spondylitis	Asthma	-0.0479532144963741
Asthma	Red_blood_cell_traits	-0.0481113716959953
Alzheimers_combined	Ankylosing_spondylitis	-0.0487127117812634
Red_blood_cell_traits	Systemic_sclerosis	-0.0488534234464169
Juvenile_idiopathic_arthritis	Type_1_diabetes	-0.0490742437541485
LDL_cholesterol	Migraine	-0.0495112538337708
Migraine	Renal_function_related_traits_BUN	-0.0504577495157719
Autoimmune_thyroiditis	Triglycerides	-0.0505910590291023
Atopic_dermatitis	Migraine	-0.0513571687042713
Platelet_counts	Vitiligo	-0.052203755825758
Crohns_disease	Juvenile_idiopathic_arthritis	-0.052238292992115
Juvenile_idiopathic_arthritis	Kawasaki_disease	-0.052566684782505
Crohns_disease	Primary_sclerosing_cholangitis	-0.0534029230475426
HDL_cholesterol	Primary_biliary_cirrhosis	-0.0535521805286407
Alopecia_areata	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.0541170686483383
Fasting_glucose_related_traits	Ulcerative_colitis	-0.0551823638379574
Autoimmune_thyroiditis	HDL_cholesterol	-0.0562225989997387
Platelet_counts	Type_1_diabetes	-0.0569831430912018
Celiac_disease	Vitiligo	-0.0572268329560757
Allergy	Migraine	-0.0578203871846199
Juvenile_idiopathic_arthritis	Ulcerative_colitis	-0.0580652393400669
Autoimmune_thyroiditis	Urate_levels	-0.058298896998167
Bone_mineral_density	Primary_sclerosing_cholangitis	-0.0585610382258892
Juvenile_idiopathic_arthritis	Migraine	-0.0585894398391247
Ankylosing_spondylitis	HDL_cholesterol	-0.0586147159337997
Autoimmune_thyroiditis	LDL_cholesterol	-0.0586958304047585
LDL_cholesterol	Primary_biliary_cirrhosis	-0.0588923282921314
Kawasaki_disease	Renal_function_related_traits_BUN	-0.0594729036092758
Ankylosing_spondylitis	Juvenile_idiopathic_arthritis	-0.059778243303299
Asthma	Celiac_disease	-0.0601895116269588
Platelet_counts	Progressive_supranuclear_palsy	-0.0605889335274696
Crohns_disease	Systemic_sclerosis	-0.0607815869152546
Alopecia_areata	Ankylosing_spondylitis	-0.0617825984954834
HDL_cholesterol	Migraine	-0.0620323196053505
Multiple_sclerosis	Restless_legs_syndrome	-0.0621550790965557
Migraine	Red_blood_cell_traits	-0.0625445321202278
Red_blood_cell_traits	Type_1_diabetes	-0.0625574514269829
Platelet_counts	Ulcerative_colitis	-0.0627055242657661
Celiac_disease	Crohns_disease	-0.0627120062708855
Behcets_disease	Rheumatoid_arthritis	-0.0631422847509384
Allergy	Alopecia_areata	-0.0632844120264053
Progressive_supranuclear_palsy	Ulcerative_colitis	-0.063695527613163
Psoriasis	Renal_function_related_traits_BUN	-0.0639631897211075
HDL_cholesterol	Psoriasis	-0.0642372444272041
Psoriasis	Restless_legs_syndrome	-0.0654780343174934
Type_1_diabetes	Ulcerative_colitis	-0.0655888319015503
Chronic_kidney_disease	Juvenile_idiopathic_arthritis	-0.0656959563493729
Platelet_counts	Type_2_diabetes	-0.06578628718853
Red_blood_cell_traits	Ulcerative_colitis	-0.0669499710202217
Ankylosing_spondylitis	Bone_mineral_density	-0.0671112462878227
Primary_biliary_cirrhosis	Type_1_diabetes	-0.0671212896704674
Fasting_glucose_related_traits	Migraine	-0.0671715587377548
Alopecia_areata	Systemic_sclerosis	-0.0676659494638443
Renal_function_related_traits_BUN	Systemic_lupus_erythematosus	-0.0689666420221329
Restless_legs_syndrome	Systemic_sclerosis	-0.0696475058794022
Alopecia_areata	Atopic_dermatitis	-0.0701400935649872
C_reactive_protein	Type_1_diabetes	-0.0703480467200279
Crohns_disease	HDL_cholesterol	-0.0704830065369606
Allergy	Alzheimers_combined	-0.0706799402832985
LDL_cholesterol	Psoriasis	-0.0709307491779327
Atopic_dermatitis	Urate_levels	-0.0710666477680206
Migraine	Triglycerides	-0.0717586502432823
Crohns_disease	Type_1_diabetes	-0.0718372613191605
Fasting_glucose_related_traits	Systemic_sclerosis	-0.0719608440995216
Atopic_dermatitis	Type_1_diabetes	-0.0731586515903473
Juvenile_idiopathic_arthritis	Rheumatoid_arthritis	-0.0742045342922211
Allergy	Behcets_disease	-0.0765471681952477
Alopecia_areata	Triglycerides	-0.0771964937448502
Red_blood_cell_traits	Rheumatoid_arthritis	-0.0772848054766655
Juvenile_idiopathic_arthritis	Systemic_lupus_erythematosus	-0.0772968605160713
Ankylosing_spondylitis	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.0784028321504593
Alopecia_areata	Kawasaki_disease	-0.0785064548254013
Atopic_dermatitis	Multiple_sclerosis	-0.079559825360775
Autoimmune_thyroiditis	Chronic_kidney_disease	-0.081177681684494
Allergy	Bone_mineral_density	-0.0816920697689056
Crohns_disease	Primary_biliary_cirrhosis	-0.0840147286653519
Chronic_kidney_disease	Platelet_counts	-0.0854810327291489
Ankylosing_spondylitis	Type_1_diabetes	-0.086548812687397
Kawasaki_disease	Platelet_counts	-0.0871892422437668
Asthma	HDL_cholesterol	-0.0884561911225319
Atopic_dermatitis	Rheumatoid_arthritis	-0.0907275006175041
Bone_mineral_density	Migraine	-0.0911229401826859
Autoimmune_thyroiditis	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.0921387150883675
Crohns_disease	Multiple_sclerosis	-0.0923837870359421
Alopecia_areata	Urate_levels	-0.0924073234200478
Allergy	Atopic_dermatitis	-0.0927096456289291
Autoimmune_thyroiditis	Bone_mineral_density	-0.0927307158708572
Celiac_disease	Renal_function_related_traits_BUN	-0.0947621911764145
Alopecia_areata	Renal_function_related_traits_BUN	-0.095207467675209
Crohns_disease	Psoriasis	-0.0954734459519386
Renal_function_related_traits_BUN	Rheumatoid_arthritis	-0.0957685261964798
Autoimmune_thyroiditis	Type_2_diabetes	-0.0964298471808434
Platelet_counts	Systemic_lupus_erythematosus	-0.0985261052846909
Allergy	Fasting_glucose_related_traits	-0.0990743860602379
Allergy	Urate_levels	-0.0995044186711311
Ankylosing_spondylitis	Chronic_kidney_disease	-0.0996266975998878
Alzheimers_combined	Atopic_dermatitis	-0.099947452545166
Alzheimers_combined	Autoimmune_thyroiditis	-0.100599609315395
C_reactive_protein	Systemic_sclerosis	-0.101031988859177
Fasting_glucose_related_traits	Psoriasis	-0.101060196757317
Alopecia_areata	LDL_cholesterol	-0.101363457739353
Chronic_kidney_disease	Type_1_diabetes	-0.101777613162994
Crohns_disease	Kawasaki_disease	-0.103276081383228
C_reactive_protein	Primary_biliary_cirrhosis	-0.103506371378899
Kawasaki_disease	Red_blood_cell_traits	-0.103757619857788
Chronic_kidney_disease	Migraine	-0.105161041021347
Alopecia_areata	Systemic_lupus_erythematosus	-0.105830505490303
LDL_cholesterol	Ulcerative_colitis	-0.106192044913769
Alopecia_areata	Platelet_counts	-0.10917130112648
Celiac_disease	C_reactive_protein	-0.109383508563042
Allergy	Renal_function_related_traits_BUN	-0.109572343528271
Allergy	Red_blood_cell_traits	-0.109931774437428
Multiple_sclerosis	Renal_function_related_traits_BUN	-0.109978064894676
Red_blood_cell_traits	Systemic_lupus_erythematosus	-0.110688030719757
Kawasaki_disease	LDL_cholesterol	-0.111226260662079
Alzheimers_combined	Primary_biliary_cirrhosis	-0.11143235117197
Alopecia_areata	Primary_biliary_cirrhosis	-0.11152920126915
HDL_cholesterol	Ulcerative_colitis	-0.112777307629585
Allergy	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.113575659692287
Migraine	Urate_levels	-0.114403918385506
Celiac_disease	HDL_cholesterol	-0.114533931016922
HDL_cholesterol	Kawasaki_disease	-0.115091070532799
Juvenile_idiopathic_arthritis	Multiple_sclerosis	-0.116842366755009
Asthma	Kawasaki_disease	-0.116892471909523
Systemic_sclerosis	Triglycerides	-0.117013990879059
Primary_biliary_cirrhosis	Triglycerides	-0.117342509329319
Fasting_glucose_related_traits	Kawasaki_disease	-0.118450105190277
Alopecia_areata	Multiple_sclerosis	-0.118477113544941
Alopecia_areata	HDL_cholesterol	-0.118600428104401
Allergy	Juvenile_idiopathic_arthritis	-0.118867203593254
Atopic_dermatitis	Bone_mineral_density	-0.121041812002659
Allergy	Chronic_kidney_disease	-0.121715798974037
Psoriasis	Red_blood_cell_traits	-0.124682135879993
Platelet_counts	Rheumatoid_arthritis	-0.125032529234886
Liver_enzyme_levels_gamma_glutamyl_transferase	Migraine	-0.126201197504997
Fasting_glucose_related_traits	Rheumatoid_arthritis	-0.1265669465065
Atopic_dermatitis	Chronic_kidney_disease	-0.129708826541901
Celiac_disease	LDL_cholesterol	-0.129885002970695
C_reactive_protein	Psoriasis	-0.12996070086956
Alopecia_areata	Type_1_diabetes	-0.13239474594593
Celiac_disease	Red_blood_cell_traits	-0.13288189470768
Asthma	Systemic_sclerosis	-0.137361317873001
Allergy	C_reactive_protein	-0.137731820344925
C_reactive_protein	Kawasaki_disease	-0.143384024500847
Multiple_sclerosis	Red_blood_cell_traits	-0.144464582204819
Fasting_glucose_related_traits	Systemic_lupus_erythematosus	-0.147477105259895
Liver_enzyme_levels_gamma_glutamyl_transferase	Rheumatoid_arthritis	-0.152092397212982
LDL_cholesterol	Systemic_lupus_erythematosus	-0.152253240346909
C_reactive_protein	Ulcerative_colitis	-0.15289343893528
Allergy	LDL_cholesterol	-0.152901232242584
C_reactive_protein	Rheumatoid_arthritis	-0.152915462851524
Allergy	Platelet_counts	-0.153782948851585
Asthma	Ulcerative_colitis	-0.155113697052002
Alopecia_areata	Celiac_disease	-0.155769735574722
HDL_cholesterol	Systemic_lupus_erythematosus	-0.157107308506966
Asthma	Primary_biliary_cirrhosis	-0.158370539546013
Crohns_disease	Systemic_lupus_erythematosus	-0.161941573023796
Liver_enzyme_levels_gamma_glutamyl_transferase	Psoriasis	-0.164082184433937
Alopecia_areata	Psoriasis	-0.165569916367531
Migraine	Type_2_diabetes	-0.166612356901169
Chronic_kidney_disease	Rheumatoid_arthritis	-0.170265316963196
Multiple_sclerosis	Platelet_counts	-0.171042412519455
Atopic_dermatitis	Type_2_diabetes	-0.174589544534683
HDL_cholesterol	Multiple_sclerosis	-0.177121713757515
Asthma	Psoriasis	-0.177862942218781
Alzheimers_combined	Rheumatoid_arthritis	-0.181092470884323
Bone_mineral_density	Rheumatoid_arthritis	-0.181747227907181
Kawasaki_disease	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.184985652565956
C_reactive_protein	Systemic_lupus_erythematosus	-0.185484513640404
Alopecia_areata	Ulcerative_colitis	-0.185798823833466
Asthma	Systemic_lupus_erythematosus	-0.186751693487167
Asthma	Multiple_sclerosis	-0.190552100539207
Fasting_glucose_related_traits	Multiple_sclerosis	-0.194629862904549
Rheumatoid_arthritis	Urate_levels	-0.195939376950264
Liver_enzyme_levels_gamma_glutamyl_transferase	Primary_biliary_cirrhosis	-0.196345120668411
Allergy	Type_2_diabetes	-0.197860106825829
Alzheimers_combined	Systemic_sclerosis	-0.202430829405785
LDL_cholesterol	Multiple_sclerosis	-0.203791752457619
C_reactive_protein	Multiple_sclerosis	-0.204497158527374
Celiac_disease	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.211306914687157
Chronic_kidney_disease	Primary_biliary_cirrhosis	-0.215764030814171
Allergy	HDL_cholesterol	-0.220209300518036
Triglycerides	Ulcerative_colitis	-0.225388124585152
Systemic_sclerosis	Urate_levels	-0.228986471891403
Primary_biliary_cirrhosis	Urate_levels	-0.229148954153061
Bone_mineral_density	Primary_biliary_cirrhosis	-0.229341760277748
LDL_cholesterol	Rheumatoid_arthritis	-0.231904149055481
Allergy	Triglycerides	-0.23477241396904
Celiac_disease	Urate_levels	-0.237805098295212
Bone_mineral_density	Systemic_sclerosis	-0.239192247390747
Liver_enzyme_levels_gamma_glutamyl_transferase	Ulcerative_colitis	-0.247982740402222
Kawasaki_disease	Urate_levels	-0.250241249799728
HDL_cholesterol	Rheumatoid_arthritis	-0.255285769701004
Psoriasis	Triglycerides	-0.256085306406021
Chronic_kidney_disease	Systemic_sclerosis	-0.258413136005402
Celiac_disease	Triglycerides	-0.26410037279129
Rheumatoid_arthritis	Type_2_diabetes	-0.264349907636642
Kawasaki_disease	Triglycerides	-0.266265749931335
Liver_enzyme_levels_gamma_glutamyl_transferase	Systemic_lupus_erythematosus	-0.267438471317291
Liver_enzyme_levels_gamma_glutamyl_transferase	Systemic_sclerosis	-0.268408715724945
Ulcerative_colitis	Urate_levels	-0.276998549699783
Psoriasis	Urate_levels	-0.282033622264862
Primary_biliary_cirrhosis	Type_2_diabetes	-0.286516904830933
Liver_enzyme_levels_gamma_glutamyl_transferase	Multiple_sclerosis	-0.297628283500671
Rheumatoid_arthritis	Triglycerides	-0.300161153078079
Chronic_kidney_disease	Kawasaki_disease	-0.304999023675919
Bone_mineral_density	Ulcerative_colitis	-0.318491846323013
Alzheimers_combined	Ulcerative_colitis	-0.32240042090416
Multiple_sclerosis	Urate_levels	-0.336016416549683
Systemic_lupus_erythematosus	Triglycerides	-0.350448995828629
Alzheimers_combined	Psoriasis	-0.354455709457397
Systemic_lupus_erythematosus	Urate_levels	-0.354995042085648
Alzheimers_combined	Kawasaki_disease	-0.362671285867691
Alzheimers_combined	Celiac_disease	-0.363764852285385
Celiac_disease	Chronic_kidney_disease	-0.365438431501389
Chronic_kidney_disease	Multiple_sclerosis	-0.366738229990005
Multiple_sclerosis	Triglycerides	-0.371938973665237
Chronic_kidney_disease	Ulcerative_colitis	-0.382627010345459
Chronic_kidney_disease	Psoriasis	-0.391270935535431
Bone_mineral_density	Celiac_disease	-0.40201136469841
Systemic_sclerosis	Type_2_diabetes	-0.410033613443375
Chronic_kidney_disease	Systemic_lupus_erythematosus	-0.412160158157349
Bone_mineral_density	Kawasaki_disease	-0.422504276037216
Type_2_diabetes	Ulcerative_colitis	-0.465046525001526
Alzheimers_combined	Multiple_sclerosis	-0.47960752248764
Celiac_disease	Type_2_diabetes	-0.482955306768417
Alzheimers_combined	Systemic_lupus_erythematosus	-0.491133689880371
Kawasaki_disease	Type_2_diabetes	-0.492580831050873
Bone_mineral_density	Psoriasis	-0.493049204349518
Psoriasis	Type_2_diabetes	-0.522709608078003
Bone_mineral_density	Multiple_sclerosis	-0.556301295757294
Bone_mineral_density	Systemic_lupus_erythematosus	-0.575602531433105
Systemic_lupus_erythematosus	Type_2_diabetes	-0.63308197259903
Multiple_sclerosis	Type_2_diabetes	-0.650145590305328
